SAT,WL(um),PW(cm),PHASE,COD,VZA(deg),SZA(deg),Reff(um),Topdown(W/m2),L30(W/m2/sr),L150(W/m2/sr),R30,R150
GOES13,3.9,6,water,50,10,40,26.0,2485.512,20.99873543,34.75197983,0.026541603082811,0.043925181021709
GOES13,3.9,6,water,50,10,40,26.5,2485.512,20.34013367,33.88881302,0.025709155502249,0.042834170996765
GOES13,3.9,6,water,50,10,40,27.0,2485.512,19.71081352,33.05553818,0.024913718763261,0.041780943285225
GOES13,3.9,6,water,50,10,40,27.5,2485.512,19.10915184,32.25072479,0.024153241278608,0.040763689764206
GOES13,3.9,6,water,50,10,40,28.0,2485.512,18.53357697,31.47287941,0.023425736529815,0.039780522782338
GOES13,3.9,6,water,50,10,40,28.5,2485.512,17.98286247,30.72086906,0.022729654343358,0.038830010295983
GOES13,3.9,6,water,50,10,40,29.0,2485.512,17.45558929,29.99325562,0.022063201093998,0.037910334576149
GOES13,3.9,6,water,50,10,40,29.5,2485.512,16.95051384,29.28910255,0.021424804931264,0.037020311871887
GOES13,3.9,6,water,50,10,40,30.0,2485.512,16.46666145,28.60736847,0.02081323390934,0.036158625918478
GOES13,3.9,6,water,50,10,40,31.0,2485.512,15.5581398,27.30720711,0.019664897091305,0.034515271399547
GOES13,3.9,6,water,50,10,40,32.0,2485.512,14.7221241,26.08562279,0.018608205036949,0.032971235271195
GOES13,3.9,6,water,50,10,40,33.0,2485.512,13.95166111,24.93647003,0.017634369115317,0.031518749880391
GOES13,3.9,6,water,50,10,40,34.0,2485.512,13.24056625,23.85424995,0.016735572252465,0.030150864851916
GOES13,3.9,6,water,50,10,40,35.0,2485.512,12.58356762,22.83391953,0.015905150967263,0.028861206000256
GOES13,3.9,6,water,50,10,40,36.0,2485.512,11.9755764,21.87110901,0.015136673184738,0.027644250114937
GOES13,3.9,6,water,50,10,40,37.0,2485.512,11.41231537,20.96175385,0.014424732661457,0.026494859771958
GOES13,3.9,6,water,50,10,40,38.0,2485.512,10.88993835,20.10228729,0.013764467972155,0.025408526722307
GOES13,3.9,6,water,50,10,40,39.0,2485.512,10.4047699,19.28942299,0.013151233500435,0.024381097157193
GOES13,3.9,6,water,50,10,40,40.0,2485.512,9.953702927,18.51998711,0.012581101998895,0.023408559463545
GOES13,3.9,6,water,50,10,40,41.0,2485.512,9.533896446,17.79151154,0.012050482570529,0.022487794044174
GOES13,3.9,6,water,50,10,40,42.0,2485.512,9.142739296,17.10111046,0.011556074807122,0.021615153332337
GOES13,3.9,6,water,50,10,40,43.0,2485.512,8.777924538,16.4467411,0.011094962825505,0.020788055344433
GOES13,3.9,6,water,50,10,40,44.0,2485.512,8.437268257,15.8261404,0.010664386240162,0.020003639658678
GOES13,3.9,6,water,50,10,40,45.0,2485.512,8.119052887,15.23737907,0.010262174112982,0.019259467725875
GOES13,3.9,6,water,50,10,40,46.0,2485.512,7.821285248,14.67848015,0.009885807140238,0.01855304074376
GOES13,3.9,6,water,50,10,40,47.0,2485.512,7.542563915,14.14787579,0.00953351397402,0.017882377009552
GOES13,3.9,6,water,50,10,40,48.0,2485.512,7.281340122,13.64373207,0.009203337032999,0.017245158518108
GOES13,3.9,6,water,50,10,40,49.0,2485.512,7.036423206,13.16491508,0.008893771364418,0.016639952050307
GOES13,3.9,6,water,50,10,40,50.0,2485.512,6.806467533,12.70966721,0.008603116138071,0.016064536053943
GOES13,3.9,6,water,50,10,40,51.0,2485.512,6.590485573,12.27697182,0.00833012315359,0.015517625534715
GOES13,3.9,6,water,50,10,40,52.0,2485.512,6.387428761,11.86539745,0.008073467064688,0.014997411181617
GOES13,3.9,6,water,50,10,40,53.0,2485.512,6.19636488,11.47390556,0.007831969584524,0.01450258031958
GOES13,3.9,6,water,50,10,40,54.0,2485.512,6.016526222,11.10136795,0.007604660359381,0.014031706946705
GOES13,3.9,6,water,50,10,40,55.0,2485.512,5.846993923,10.74678802,0.007390377980103,0.013583531398488
GOES13,3.9,6,water,50,10,40,56.0,2485.512,5.687194347,10.40911007,0.007188397392599,0.013156719310275
GOES13,3.9,6,water,50,10,40,57.0,2485.512,5.536322117,10.08761406,0.006997700630966,0.012750360578885
GOES13,3.9,6,water,50,10,40,58.0,2485.512,5.393949509,9.781381607,0.006817747068334,0.012363294403129
GOES13,3.9,6,water,50,10,40,59.0,2485.512,5.259461403,9.489513397,0.006647759216413,0.011994384084308
GOES13,3.9,6,water,50,10,45,2.0,2294.282,242.7090759,228.3238373,0.332344955766993,0.312647045960833
GOES13,3.9,6,water,50,10,45,2.5,2294.282,229.3780212,217.9339294,0.314090554821458,0.298419998749498
GOES13,3.9,6,water,50,10,45,3.0,2294.282,216.0558624,207.7395782,0.295848335157076,0.284460730081552
GOES13,3.9,6,water,50,10,45,3.5,2294.282,203.2874298,197.8825531,0.278364340576629,0.270963366792989
GOES13,3.9,6,water,50,10,45,4.0,2294.282,191.0550079,188.4266968,0.261614312996475,0.258015329592034
GOES13,3.9,6,water,50,10,45,4.5,2294.282,179.2651825,179.3556061,0.245470339036977,0.245594157345917
GOES13,3.9,6,water,50,10,45,5.0,2294.282,167.8633881,170.6035614,0.229857701390523,0.23360985928081
GOES13,3.9,6,water,50,10,45,5.5,2294.282,156.843399,162.1095428,0.214767875118426,0.221978879988284
GOES13,3.9,6,water,50,10,45,6.0,2294.282,146.2340851,153.8393402,0.200240392181338,0.210654375096619
GOES13,3.9,6,water,50,10,45,6.5,2294.282,136.0819244,145.7883911,0.186338895559221,0.19963009711031
GOES13,3.9,6,water,50,10,45,7.0,2294.282,126.4374542,137.9729004,0.173132586688697,0.188928235627144
GOES13,3.9,6,water,50,10,45,7.5,2294.282,117.3456116,130.4220734,0.160682998573655,0.178588781875719
GOES13,3.9,6,water,50,10,45,8.0,2294.282,108.8395233,123.1703491,0.149035492070938,0.168658893663748
GOES13,3.9,6,water,50,10,45,8.5,2294.282,100.9376755,116.2516861,0.138215380594552,0.159185070980458
GOES13,3.9,6,water,50,10,45,9.0,2294.282,93.64365387,109.6956329,0.128227574052927,0.150207775003039
GOES13,3.9,6,water,50,10,45,9.5,2294.282,86.94721222,103.5240097,0.119058042193795,0.141756884438652
GOES13,3.9,6,water,50,10,45,10.0,2294.282,80.82707214,97.7506485,0.110677648190674,0.133851339639695
GOES13,3.9,6,water,50,10,45,10.5,2294.282,75.25292969,92.37940216,0.103044896431743,0.126496416381627
GOES13,3.9,6,water,50,10,45,11.0,2294.282,70.18863678,87.40636444,0.096110288828283,0.119686765795005
GOES13,3.9,6,water,50,10,45,11.5,2294.282,65.59458923,82.8201828,0.089819594818862,0.113406842686925
GOES13,3.9,6,water,50,10,45,12.0,2294.282,61.42939758,78.60332489,0.084116139233004,0.107632639763619
GOES13,3.9,6,water,50,10,45,12.5,2294.282,57.65249252,74.73430634,0.078944369943177,0.102334738174676
GOES13,3.9,6,water,50,10,45,13.0,2294.282,54.22417831,71.18854523,0.074249931013554,0.097479477550847
GOES13,3.9,6,water,50,10,45,13.5,2294.282,51.10739517,67.94018555,0.069982075965458,0.093031452893501
GOES13,3.9,6,water,50,10,45,14.0,2294.282,48.26797104,64.96283722,0.066094012515876,0.088954527894436
GOES13,3.9,6,water,50,10,45,14.5,2294.282,45.67477417,62.23085403,0.062543111521097,0.085213584837115
GOES13,3.9,6,water,50,10,45,15.0,2294.282,43.29977036,59.71930313,0.059290985356247,0.081774482818899
GOES13,3.9,6,water,50,10,45,15.5,2294.282,41.11846161,57.4058876,0.056304088564915,0.078606690353218
GOES13,3.9,6,water,50,10,45,16.0,2294.282,39.10906601,55.26934814,0.053552594870977,0.075681096781181
GOES13,3.9,6,water,50,10,45,16.5,2294.282,37.25237656,53.29038239,0.051010203858835,0.072971271109399
GOES13,3.9,6,water,50,10,45,17.0,2294.282,35.53191757,51.45211792,0.048654355134142,0.070454109681856
GOES13,3.9,6,water,50,10,45,17.5,2294.282,33.93326187,49.73941422,0.046465293369835,0.06810888038498
GOES13,3.9,6,water,50,10,45,18.0,2294.282,32.44378281,48.13873291,0.044425728716243,0.065917044924372
GOES13,3.9,6,water,50,10,45,18.5,2294.282,31.05278397,46.63847351,0.04252101441482,0.063862718599396
GOES13,3.9,6,water,50,10,45,19.0,2294.282,29.7507267,45.22842026,0.040738089057787,0.061931912826012
GOES13,3.9,6,water,50,10,45,19.5,2294.282,28.52950287,43.89952087,0.039065850068545,0.060112232176038
GOES13,3.9,6,water,50,10,45,20.0,2294.282,27.3820343,42.64428711,0.037494605195536,0.058393422910675
GOES13,3.9,6,water,50,10,45,20.5,2294.282,26.30191612,41.45561981,0.036015584160067,0.056765764036464
GOES13,3.9,6,water,50,10,45,21.0,2294.282,25.28364372,40.32771301,0.034621249422143,0.05522130537061
GOES13,3.9,6,water,50,10,45,21.5,2294.282,24.32237816,39.25535583,0.033304974953074,0.053752911581742
GOES13,3.9,6,water,50,10,45,22.0,2294.282,23.41384315,38.23404312,0.032060905168739,0.052354413704517
GOES13,3.9,6,water,50,10,45,22.5,2294.282,22.55421066,37.25992584,0.030883798293746,0.051020541194258
GOES13,3.9,6,water,50,10,45,23.0,2294.282,21.73993492,36.32926178,0.0297687990553,0.049746169790108
GOES13,3.9,6,water,50,10,45,23.5,2294.282,20.96795654,35.43912125,0.028711718187587,0.048527287826291
GOES13,3.9,6,water,50,10,45,24.0,2294.282,20.23539352,34.58669281,0.02770860932742,0.04736004555842
GOES13,3.9,6,water,50,10,45,24.5,2294.282,19.53979111,33.76928329,0.026756111151051,0.046240755190886
GOES13,3.9,6,water,50,10,45,25.0,2294.282,18.87860298,32.98469925,0.025850736932952,0.045166413215406
GOES13,3.9,6,water,50,10,45,25.5,2294.282,18.24991798,32.23117447,0.024989869708512,0.04413460112206
GOES13,3.9,6,water,50,10,45,26.0,2294.282,17.65164375,31.50658798,0.024170644379716,0.043142414636757
GOES13,3.9,6,water,50,10,45,26.5,2294.282,17.08195686,30.80941391,0.023390564098186,0.042187764364217
GOES13,3.9,6,water,50,10,45,27.0,2294.282,16.53915215,30.1380043,0.022647293964318,0.041268393729602
GOES13,3.9,6,water,50,10,45,27.5,2294.282,16.02180099,29.49098396,0.021938877734935,0.040382419665878
GOES13,3.9,6,water,50,10,45,28.0,2294.282,15.52822685,28.86690331,0.021263019713896,0.039527857242738
GOES13,3.9,6,water,50,10,45,28.5,2294.282,15.05734158,28.26483154,0.020618229882081,0.038703431888938
GOES13,3.9,6,water,50,10,45,29.0,2294.282,14.60767365,27.68348694,0.020002493252738,0.037907388540926
GOES13,3.9,6,water,50,10,45,29.5,2294.282,14.17813873,27.12169838,0.019414325037526,0.037138123553899
GOES13,3.9,6,water,50,10,45,30.0,2294.282,13.76765156,26.57872772,0.018852239174644,0.036394626182359
GOES13,3.9,6,water,50,10,45,31.0,2294.282,12.99976349,25.54529381,0.017800759226019,0.034979530575269
GOES13,3.9,6,water,50,10,45,32.0,2294.282,12.29653645,24.57650185,0.016837820536412,0.033652950100683
GOES13,3.9,6,water,50,10,45,33.0,2294.282,11.65139866,23.66650963,0.015954424274916,0.032406884938173
GOES13,3.9,6,water,50,10,45,34.0,2294.282,11.05853558,22.81027222,0.015142608510022,0.031234426994038
GOES13,3.9,6,water,50,10,45,35.0,2294.282,10.51299667,22.00313568,0.014395594397588,0.030129203562695
GOES13,3.9,6,water,50,10,45,36.0,2294.282,10.01003838,21.24104118,0.013706886527794,0.029085656831064
GOES13,3.9,6,water,50,10,45,37.0,2294.282,9.545767784,20.52031517,0.013071154262244,0.028098756555393
GOES13,3.9,6,water,50,10,45,38.0,2294.282,9.116607666,19.8379097,0.012483499268689,0.027164329134822
GOES13,3.9,6,water,50,10,45,39.0,2294.282,8.719261169,19.19077301,0.011939407114409,0.026278195751405
GOES13,3.9,6,water,50,10,45,40.0,2294.282,8.350899696,18.57625008,0.011435004561697,0.025436720848865
GOES13,3.9,6,water,50,10,45,41.0,2294.282,8.009038925,17.99200821,0.010966889793449,0.024636710228238
GOES13,3.9,6,water,50,10,45,42.0,2294.282,7.69132328,17.43578529,0.010531837286276,0.023875066350446
GOES13,3.9,6,water,50,10,45,43.0,2294.282,7.395644665,16.90585709,0.010126960394635,0.023149428203064
GOES13,3.9,6,water,50,10,45,44.0,2294.282,7.120222569,16.40029716,0.009749821039739,0.022457157870979
GOES13,3.9,6,water,50,10,45,45.0,2294.282,6.863358021,15.91770172,0.00939809279667,0.021796333138466
GOES13,3.9,6,water,50,10,45,46.0,2294.282,6.623535156,15.45641422,0.009069699970136,0.02116468566828
GOES13,3.9,6,water,50,10,45,47.0,2294.282,6.399352551,15.015131,0.008762723571886,0.020560430340424
GOES13,3.9,6,water,50,10,45,48.0,2294.282,6.189601898,14.59264565,0.008475509048758,0.019981915200694
GOES13,3.9,6,water,50,10,45,49.0,2294.282,5.99318552,14.1879015,0.008206553336178,0.019427693335979
GOES13,3.9,6,water,50,10,45,50.0,2294.282,5.808999538,13.79990101,0.007954344877085,0.018896398800707
GOES13,3.9,6,water,50,10,45,51.0,2294.282,5.636201859,13.42752171,0.007717730581674,0.018386494580899
GOES13,3.9,6,water,50,10,45,52.0,2294.282,5.4739151,13.07005596,0.007495509037047,0.017897011695138
GOES13,3.9,6,water,50,10,45,53.0,2294.282,5.321279526,12.72660351,0.007286502995961,0.017426717418419
GOES13,3.9,6,water,50,10,45,54.0,2294.282,5.177690029,12.39652157,0.007089883875509,0.016974731569345
GOES13,3.9,6,water,50,10,45,55.0,2294.282,5.042508125,12.0790453,0.006904777390559,0.01654000684173
GOES13,3.9,6,water,50,10,45,56.0,2294.282,4.915115833,11.77350426,0.006730337331024,0.016121625192642
GOES13,3.9,6,water,50,10,45,57.0,2294.282,4.794857025,11.47928524,0.006565665251592,0.01571874694499
GOES13,3.9,6,water,50,10,45,58.0,2294.282,4.68142128,11.19600296,0.006410336088418,0.015330844529446
GOES13,3.9,6,water,50,10,45,59.0,2294.282,4.574255466,10.92298412,0.006263592430062,0.014956995986836
GOES13,3.9,6,water,50,10,50,2.0,2085.592,219.2134094,203.8716736,0.33020803519548,0.307098297297274
GOES13,3.9,6,water,50,10,50,2.5,2085.592,207.2110596,194.5527344,0.312128519183962,0.293060886849799
GOES13,3.9,6,water,50,10,50,3.0,2085.592,195.3260193,185.3594055,0.294225710152234,0.279212687137547
GOES13,3.9,6,water,50,10,50,3.5,2085.592,183.8905487,176.5329285,0.277000102062396,0.265917087950228
GOES13,3.9,6,water,50,10,50,4.0,2085.592,172.8534393,168.0792084,0.260374557944511,0.253182984174579
GOES13,3.9,6,water,50,10,50,4.5,2085.592,162.1432648,159.9004211,0.244241486122283,0.240863020300075
GOES13,3.9,6,water,50,10,50,5.0,2085.592,151.7352295,151.9047546,0.228563536054972,0.228818897031021
GOES13,3.9,6,water,50,10,50,5.5,2085.592,141.6474457,144.0448456,0.213367990868242,0.216979269542862
GOES13,3.9,6,water,50,10,50,6.0,2085.592,131.925293,136.3161011,0.198723207277109,0.205337219255618
GOES13,3.9,6,water,50,10,50,6.5,2085.592,122.6249084,128.7437897,0.184713746205663,0.193930809054134
GOES13,3.9,6,water,50,10,50,7.0,2085.592,113.8011093,121.3694077,0.171422180823118,0.182822546116817
GOES13,3.9,6,water,50,10,50,7.5,2085.592,105.4993439,114.2407608,0.158916971178823,0.172084441669219
GOES13,3.9,6,water,50,10,50,8.0,2085.592,97.75094604,107.40448,0.147245316418895,0.16178673744943
GOES13,3.9,6,water,50,10,50,8.5,2085.592,90.57157898,100.9009399,0.136430810603222,0.151990250983963
GOES13,3.9,6,water,50,10,50,9.0,2085.592,83.96205139,94.76166534,0.126474671856793,0.142742469128228
GOES13,3.9,6,water,50,10,50,9.5,2085.592,77.90970612,89.00744629,0.117357834317514,0.134074708466206
GOES13,3.9,6,water,50,10,50,10.0,2085.592,72.39172363,83.64907074,0.109045924196444,0.12600321928565
GOES13,3.9,6,water,50,10,50,10.5,2085.592,67.3771286,78.68659973,0.101492282397389,0.118528093533025
GOES13,3.9,6,water,50,10,50,11.0,2085.592,62.83024979,74.11216736,0.094643176212546,0.111637482556412
GOES13,3.9,6,water,50,10,50,11.5,2085.592,58.71258163,69.91078949,0.088440603493924,0.105308815275685
GOES13,3.9,6,water,50,10,50,12.0,2085.592,54.9847374,66.06196594,0.082825234789644,0.099511211626628
GOES13,3.9,6,water,50,10,50,12.5,2085.592,51.60838699,62.54207993,0.077739332252619,0.094209096912682
GOES13,3.9,6,water,50,10,50,13.0,2085.592,48.54663086,59.3250885,0.073127312948224,0.089363241806242
GOES13,3.9,6,water,50,10,50,13.5,2085.592,45.76516724,56.38462448,0.068937507044279,0.084933928612014
GOES13,3.9,6,water,50,10,50,14.0,2085.592,43.23271561,53.69430161,0.065122795712255,0.080881410878835
GOES13,3.9,6,water,50,10,50,14.5,2085.592,40.92097092,51.2290535,0.06164054216742,0.077167930317128
GOES13,3.9,6,water,50,10,50,15.0,2085.592,38.80457687,48.9650116,0.05845255141967,0.073757532981283
GOES13,3.9,6,water,50,10,50,15.5,2085.592,36.86132431,46.88066101,0.05552536912967,0.070617810302518
GOES13,3.9,6,water,50,10,50,16.0,2085.592,35.07169342,44.95634079,0.052829591980227,0.067719146390158
GOES13,3.9,6,water,50,10,50,16.5,2085.592,33.41855621,43.17427826,0.050339419542707,0.065034769698799
GOES13,3.9,6,water,50,10,50,17.0,2085.592,31.88707161,41.51887131,0.048032496247813,0.062541178280717
GOES13,3.9,6,water,50,10,50,17.5,2085.592,30.46446419,39.97651672,0.045889578064575,0.060217881178899
GOES13,3.9,6,water,50,10,50,18.0,2085.592,29.13942146,38.53494263,0.043893624634441,0.058046392905665
GOES13,3.9,6,water,50,10,50,18.5,2085.592,27.9024353,37.1838913,0.042030313577989,0.056011261905474
GOES13,3.9,6,water,50,10,50,19.0,2085.592,26.74495888,35.91417313,0.04028677053708,0.054098645595572
GOES13,3.9,6,water,50,10,50,19.5,2085.592,25.6597538,34.71788788,0.038652092082729,0.05229664359662
GOES13,3.9,6,water,50,10,50,20.0,2085.592,24.64045715,33.58834076,0.037116693564002,0.05059517133643
GOES13,3.9,6,water,50,10,50,20.5,2085.592,23.68147659,32.51935577,0.035672151063728,0.048984925712462
GOES13,3.9,6,water,50,10,50,21.0,2085.592,22.77781487,31.5058651,0.034310937067471,0.04745827292354
GOES13,3.9,6,water,50,10,50,21.5,2085.592,21.92508125,30.54328728,0.033026437665833,0.046008311757684
GOES13,3.9,6,water,50,10,50,22.0,2085.592,21.11950874,29.62767792,0.031812978523608,0.044629100656503
GOES13,3.9,6,water,50,10,50,22.5,2085.592,20.35759926,28.75559616,0.030665290373161,0.043315456544641
GOES13,3.9,6,water,50,10,50,23.0,2085.592,19.63616943,27.92373848,0.029578577989335,0.042062403226293
GOES13,3.9,6,water,50,10,50,23.5,2085.592,18.95248985,27.12958145,0.02854872999129,0.040866139579691
GOES13,3.9,6,water,50,10,50,24.0,2085.592,18.30391884,26.37043953,0.027571767133576,0.039722620291688
GOES13,3.9,6,water,50,10,50,24.5,2085.592,17.6882534,25.64416122,0.026644370968183,0.038628604490343
GOES13,3.9,6,water,50,10,50,25.0,2085.592,17.10327721,24.9486866,0.025763202982772,0.037580989253543
GOES13,3.9,6,water,50,10,50,25.5,2085.592,16.54711151,24.28233147,0.024925433142219,0.036577237617993
GOES13,3.9,6,water,50,10,50,26.0,2085.592,16.0179882,23.64321518,0.02412839810203,0.035614516701604
GOES13,3.9,6,water,50,10,50,26.5,2085.592,15.51417542,23.02989388,0.023369489107158,0.034690651587828
GOES13,3.9,6,water,50,10,50,27.0,2085.592,15.0342741,22.44096565,0.022646598694575,0.033803530520591
GOES13,3.9,6,water,50,10,50,27.5,2085.592,14.57683659,21.87511444,0.021957546223673,0.032951171092496
GOES13,3.9,6,water,50,10,50,28.0,2085.592,14.14050674,21.33097076,0.021300288883167,0.032131510397793
GOES13,3.9,6,water,50,10,50,28.5,2085.592,13.72417927,20.8076725,0.020673161755119,0.031343249813148
GOES13,3.9,6,water,50,10,50,29.0,2085.592,13.32665253,20.30398369,0.020074354756439,0.030584527558176
GOES13,3.9,6,water,50,10,50,29.5,2085.592,12.94686985,19.8189621,0.019502276191961,0.029853924322271
GOES13,3.9,6,water,50,10,50,30.0,2085.592,12.58391476,19.35176659,0.018955545554172,0.029150173069866
GOES13,3.9,6,water,50,10,50,31.0,2085.592,11.90477371,18.4671669,0.017932534086238,0.027817672807364
GOES13,3.9,6,water,50,10,50,32.0,2085.592,11.28256321,17.64393806,0.016995278891652,0.026577617381391
GOES13,3.9,6,water,50,10,50,33.0,2085.592,10.71142387,16.87636375,0.016134953787451,0.025421396119811
GOES13,3.9,6,water,50,10,50,34.0,2085.592,10.1862421,16.159729,0.015343856012608,0.024341906715408
GOES13,3.9,6,water,50,10,50,35.0,2085.592,9.702575684,15.48949909,0.014615294117811,0.023332318377195
GOES13,3.9,6,water,50,10,50,36.0,2085.592,9.256270409,14.86175632,0.013943010481703,0.022386729750763
GOES13,3.9,6,water,50,10,50,37.0,2085.592,8.843904495,14.27292252,0.01332185076973,0.021499750926398
GOES13,3.9,6,water,50,10,50,38.0,2085.592,8.462283134,13.72002316,0.012747002542382,0.020666901276251
GOES13,3.9,6,water,50,10,50,39.0,2085.592,8.108574867,13.20009327,0.012214200684146,0.019883714573
GOES13,3.9,6,water,50,10,50,40.0,2085.592,7.780265808,12.71049023,0.011719658449682,0.019146210155243
GOES13,3.9,6,water,50,10,50,41.0,2085.592,7.475152969,12.24901485,0.011260057409057,0.018451075314094
GOES13,3.9,6,water,50,10,50,42.0,2085.592,7.191200733,11.81347179,0.010832331248529,0.017795003140046
GOES13,3.9,6,water,50,10,50,43.0,2085.592,6.926603794,11.40206432,0.010433760579038,0.017175287162336
GOES13,3.9,6,water,50,10,50,44.0,2085.592,6.679746151,11.01297855,0.010061911167585,0.016589195061557
GOES13,3.9,6,water,50,10,50,45.0,2085.592,6.449182034,10.64470577,0.009714605205466,0.016034454220508
GOES13,3.9,6,water,50,10,50,46.0,2085.592,6.233524799,10.29576492,0.009389753947324,0.015508833672051
GOES13,3.9,6,water,50,10,50,47.0,2085.592,6.031686783,9.964882851,0.009085719012265,0.015010415631909
GOES13,3.9,6,water,50,10,50,48.0,2085.592,5.842477322,9.650785446,0.008800706865753,0.014537280857677
GOES13,3.9,6,water,50,10,50,49.0,2085.592,5.665008068,9.35244751,0.00853337936133,0.014087885065967
GOES13,3.9,6,water,50,10,50,50.0,2085.592,5.498339176,9.068899155,0.00828232078099,0.013660767284059
GOES13,3.9,6,water,50,10,50,51.0,2085.592,5.34171772,8.799022675,0.00804639696868,0.013254243876343
GOES13,3.9,6,water,50,10,50,52.0,2085.592,5.19433403,8.542245865,0.007824388293079,0.012867452912479
GOES13,3.9,6,water,50,10,50,53.0,2085.592,5.055476665,8.297512054,0.007615223088293,0.012498802695791
GOES13,3.9,6,water,50,10,50,54.0,2085.592,4.924696445,8.064245224,0.007418224740396,0.012147425552297
GOES13,3.9,6,water,50,10,50,55.0,2085.592,4.801232815,7.841771126,0.007232247601534,0.011812305839577
GOES13,3.9,6,water,50,10,50,56.0,2085.592,4.684675217,7.629403114,0.007056673235312,0.011492409241222
GOES13,3.9,6,water,50,10,50,57.0,2085.592,4.574598789,7.426508904,0.006890861658773,0.011186783328007
GOES13,3.9,6,water,50,10,50,58.0,2085.592,4.470458508,7.232731819,0.006733991886673,0.010894890826181
GOES13,3.9,6,water,50,10,50,59.0,2085.592,4.37194109,7.047466278,0.006585592009497,0.010615819530084
GOES13,3.9,6,water,50,10,55,2.0,1861.029,192.8177032,177.0731201,0.325494487111795,0.298916144377322
GOES13,3.9,6,water,50,10,55,2.5,1861.029,182.3369598,168.9421997,0.307802002755238,0.28519038309388
GOES13,3.9,6,water,50,10,55,3.0,1861.029,172.0986176,161.0300446,0.290518714509618,0.271833918290686
GOES13,3.9,6,water,50,10,55,3.5,1861.029,162.2245636,153.4757843,0.273850379138407,0.259081613699094
GOES13,3.9,6,water,50,10,55,4.0,1861.029,152.6325989,146.1833954,0.257658237137926,0.246771372754241
GOES13,3.9,6,water,50,10,55,4.5,1861.029,143.2667236,139.0260773,0.241847755389969,0.234689144071955
GOES13,3.9,6,water,50,10,55,5.0,1861.029,134.1226807,131.9269257,0.226411747676629,0.222705105933226
GOES13,3.9,6,water,50,10,55,5.5,1861.029,125.2339706,124.8648529,0.211406765835911,0.210783660309544
GOES13,3.9,6,water,50,10,55,6.0,1861.029,116.6549683,117.8610458,0.196924600001413,0.198960572688384
GOES13,3.9,6,water,50,10,55,6.5,1861.029,108.4454117,110.9616394,0.183066093388249,0.187313723305397
GOES13,3.9,6,water,50,10,55,7.0,1861.029,100.6600952,104.2245712,0.169923744116813,0.17594091613052
GOES13,3.9,6,water,50,10,55,7.5,1861.029,93.34217834,97.70935059,0.15757040956536,0.164942608632414
GOES13,3.9,6,water,50,10,55,8.0,1861.029,86.52023315,91.46983337,0.146054322018043,0.154409714486058
GOES13,3.9,6,water,50,10,55,8.5,1861.029,80.20735931,85.5499649,0.135397594971456,0.144416417608057
GOES13,3.9,6,water,50,10,55,9.0,1861.029,74.40274811,79.98179626,0.125598863246767,0.135016823247425
GOES13,3.9,6,water,50,10,55,9.5,1861.029,69.09342957,74.78450012,0.116636232293229,0.126243296681232
GOES13,3.9,6,water,50,10,55,10.0,1861.029,64.25750732,69.96615601,0.108472738971023,0.118109476918916
GOES13,3.9,6,water,50,10,55,10.5,1861.029,59.8659935,65.52377319,0.101059449035697,0.110610315308997
GOES13,3.9,6,water,50,10,55,11.0,1861.029,55.88619995,61.44643021,0.094341181787049,0.103727375412771
GOES13,3.9,6,water,50,10,55,11.5,1861.029,52.28321457,57.71669388,0.088259002304194,0.097431228359633
GOES13,3.9,6,water,50,10,55,12.0,1861.029,49.02174377,54.31237793,0.082753331675107,0.091684421631195
GOES13,3.9,6,water,50,10,55,12.5,1861.029,46.06749725,51.20905685,0.07776628463601,0.08644572266054
GOES13,3.9,6,water,50,10,55,13.0,1861.029,43.38798904,48.38056183,0.073243021802507,0.081670956025766
GOES13,3.9,6,water,50,10,55,13.5,1861.029,40.95285034,45.80100632,0.069132277773053,0.077316422786497
GOES13,3.9,6,water,50,10,55,14.0,1861.029,38.73469543,43.44525146,0.065387822866772,0.073339686173669
GOES13,3.9,6,water,50,10,55,14.5,1861.029,36.70872498,41.28955078,0.061967793473297,0.069700659903994
GOES13,3.9,6,water,50,10,55,15.0,1861.029,34.85277557,39.31181717,0.058834775647196,0.066362058850527
GOES13,3.9,6,water,50,10,55,15.5,1861.029,33.1476326,37.49238968,0.055956333329601,0.063290693473457
GOES13,3.9,6,water,50,10,55,16.0,1861.029,31.57622528,35.81356049,0.05330364941532,0.060456671300811
GOES13,3.9,6,water,50,10,55,16.5,1861.029,30.12370491,34.25934219,0.050851657896875,0.057833004075124
GOES13,3.9,6,water,50,10,55,17.0,1861.029,28.77710533,32.81601715,0.048578470672036,0.055396535141858
GOES13,3.9,6,water,50,10,55,17.5,1861.029,27.52544403,31.47152519,0.046465548227054,0.053126905778561
GOES13,3.9,6,water,50,10,55,18.0,1861.029,26.35884094,30.21526337,0.044496212070981,0.05100621722148
GOES13,3.9,6,water,50,10,55,18.5,1861.029,25.26896858,29.03825951,0.042656404631373,0.0490193235837
GOES13,3.9,6,water,50,10,55,19.0,1861.029,24.24848175,27.93261909,0.040933726517161,0.047152898170134
GOES13,3.9,6,water,50,10,55,19.5,1861.029,23.29104614,26.89155388,0.039317484815038,0.045395481807657
GOES13,3.9,6,water,50,10,55,20.0,1861.029,22.39118767,25.9092617,0.037798438761149,0.04373727986864
GOES13,3.9,6,water,50,10,55,20.5,1861.029,21.5439167,24.98047638,0.036368165372098,0.042169402560939
