CloudFraction,Count,Outlier,Time
0.9067768595041322,121,False,2013-12-22 19:01:27.988105000
1.0,390,False,2013-12-23 07:24:32.962606000
0.9952340425531915,470,False,2013-12-23 19:44:19.520078000
1.0,172,False,2013-12-24 08:07:23.775171000
1.0,234,False,2013-12-25 07:12:19.530549000
0.35534246575342465,438,False,2013-12-25 19:32:05.531141000
1.0,128,True,2013-12-26 07:55:04.960866000
1.0,169,True,2013-12-26 07:55:13.120424000
0.9780281690140845,142,False,2013-12-26 20:14:55.725292000
1.0,84,True,2013-12-27 07:00:02.640102000
1.0,51,True,2013-12-27 07:00:10.802496000
0.9840860215053763,279,False,2013-12-27 19:19:51.141568000
1.0,454,False,2013-12-28 07:42:55.227774000
0.917609561752988,251,False,2013-12-28 20:02:41.604061000
0.6608805031446541,159,False,2013-12-29 19:07:36.228650000
0.9912173913043477,460,False,2013-12-30 07:30:40.631345000
0.5030806845965771,409,False,2013-12-30 19:50:26.980296000
1.0,128,False,2013-12-31 08:13:31.036721000
0.9877022653721683,309,False,2014-01-01 07:18:25.827103000
0.3733057851239669,484,False,2014-01-01 19:38:11.811393000
0.5182378854625551,227,False,2014-01-02 08:01:15.613349000
0.516,100,True,2014-01-02 20:21:00.423403000
0.5106145251396648,179,False,2014-01-03 07:06:10.728515000
0.8501675977653632,358,False,2014-01-03 19:25:55.992723000
0.9995778364116095,379,False,2014-01-04 07:48:59.616933000
0.86860103626943,193,False,2014-01-04 20:08:45.454219000
1.0,53,True,2014-01-05 06:53:55.219597000
0.7445714285714286,210,False,2014-01-05 19:13:39.637067000
1.0,486,False,2014-01-06 07:36:43.336604000
0.8970731707317072,328,False,2014-01-06 19:56:29.287864000
1.0,15,True,2014-01-07 08:19:31.309643000
0.9976859504132232,121,False,2014-01-07 19:01:22.950684000
1.0,386,False,2014-01-08 07:24:26.729603000
0.9768152866242038,471,False,2014-01-08 19:44:12.458233000
1.0,175,False,2014-01-09 08:07:15.911996000
1.0,231,False,2014-01-10 07:12:09.731200000
1.0,434,False,2014-01-10 19:31:54.926079000
1.0,301,False,2014-01-11 07:54:58.016572000
0.8061744966442953,149,False,2014-01-11 20:14:43.255072000
1.0,132,False,2014-01-12 06:59:52.579370000
0.9296350364963503,274,False,2014-01-12 19:19:36.813137000
1.0,458,False,2014-01-13 07:42:39.992334000
1.0,255,False,2014-01-13 20:02:25.330859000
0.8169620253164557,158,False,2014-01-14 19:07:18.230744000
1.0,455,False,2014-01-15 07:30:23.370287000
0.4848717948717949,156,True,2014-01-15 19:50:05.457364000
0.5290272373540855,257,True,2014-01-15 19:50:13.589626000
1.0,133,False,2014-01-16 08:13:15.729632000
0.7635409836065574,305,False,2014-01-17 07:18:12.057835000
0.98580375782881,479,False,2014-01-17 19:37:58.872746000
0.9982608695652173,230,False,2014-01-18 08:01:03.602079000
1.0,108,False,2014-01-18 20:20:49.680830000
1.0,174,False,2014-01-19 07:06:00.735113000
1.0,356,False,2014-01-19 19:25:46.827525000
1.0,382,False,2014-01-20 07:48:51.517652000
0.8722513089005236,191,False,2014-01-20 20:08:38.219302000
1.0,50,True,2014-01-21 06:53:48.739699000
0.8543540669856459,209,False,2014-01-21 19:13:34.328370000
0.3841478439425051,487,False,2014-01-22 07:36:39.262093000
0.6641212121212121,330,False,2014-01-22 19:56:26.210112000
1.0,20,True,2014-01-23 08:19:30.440935000
0.7263333333333334,120,False,2014-01-23 19:01:21.798129000
1.0,386,False,2014-01-24 07:24:26.708481000
0.7754756871035942,473,False,2014-01-24 19:44:13.371835000
1.0,174,False,2014-01-25 08:07:17.895164000
1.0,231,False,2014-01-26 07:12:13.907992000
0.9936258660508084,433,False,2014-01-26 19:32:00.031355000
1.0,236,True,2014-01-27 07:55:02.567544000
1.0,65,True,2014-01-27 07:55:10.759934000
0.9745945945945945,148,False,2014-01-27 20:14:50.503071999
1.0,124,False,2014-01-28 07:00:00.519537000
1.0,8,True,2014-01-28 07:00:09.233308000
0.9735740072202167,277,False,2014-01-28 19:19:46.232013000
1.0,456,False,2014-01-29 07:42:50.615492000
0.8778039215686274,255,False,2014-01-29 20:02:37.024375000
0.9584713375796179,157,False,2014-01-30 19:07:31.817906000
0.9183406113537117,458,False,2014-01-31 07:30:36.493230000
0.5548418491484185,411,False,2014-01-31 19:50:22.938518000
1.0,132,False,2014-02-01 08:13:27.253286000
1.0,304,False,2014-02-02 07:18:22.188416000
0.9375206611570248,484,False,2014-02-02 19:38:08.158053000
1.0,231,False,2014-02-03 08:01:12.191313000
0.9816822429906541,107,False,2014-02-03 20:20:57.196868000
1.0,175,False,2014-02-04 07:06:07.500208000
0.9995467422096317,353,False,2014-02-04 19:25:52.857075000
1.0,384,False,2014-02-05 07:48:56.673743000
0.8620618556701031,194,False,2014-02-05 20:08:42.690179000
1.0,48,True,2014-02-06 06:53:53.812163000
0.8451674641148326,209,False,2014-02-06 19:13:40.083751000
0.9976954732510288,486,False,2014-02-07 07:36:45.492217000
1.0,331,False,2014-02-07 19:56:33.069457000
1.0,20,True,2014-02-08 08:19:37.993767000
0.8882644628099173,121,False,2014-02-08 19:01:29.627520000
1.0,385,False,2014-02-09 07:24:35.198646000
0.6583050847457628,472,False,2014-02-09 19:44:22.379131000
1.0,174,False,2014-02-10 08:07:27.405005000
1.0,233,False,2014-02-11 07:12:24.279690000
1.0,435,False,2014-02-11 19:32:10.815759000
1.0,27,True,2014-02-12 07:55:08.014953000
1.0,272,True,2014-02-12 07:55:16.369167000
0.98,128,True,2014-02-12 20:15:01.047790000
0.9978947368421052,19,True,2014-02-12 20:15:09.436112000
1.0,29,True,2014-02-13 07:00:06.462034000
1.0,104,True,2014-02-13 07:00:14.814382000
0.8717090909090909,275,False,2014-02-13 19:19:58.633380000
1.0,456,False,2014-02-14 07:43:03.354532000
1.0,251,False,2014-02-14 20:02:50.224632000
0.9951898734177215,158,False,2014-02-15 19:07:45.847740000
1.0,459,False,2014-02-16 07:30:50.812937000
0.6965686274509804,408,False,2014-02-16 19:50:37.597127000
1.0,132,False,2014-02-17 08:13:42.543118000
1.0,307,False,2014-02-18 07:18:37.870162000
0.8860455486542443,483,False,2014-02-18 19:38:24.309416000
1.0,226,False,2014-02-19 08:01:28.674968000
0.8023529411764706,102,True,2014-02-19 20:21:13.921521000
1.0,179,False,2014-02-20 07:06:24.636491000
0.8475492957746479,355,False,2014-02-20 19:26:10.281006000
1.0,381,False,2014-02-21 07:49:14.382798000
1.0,193,False,2014-02-21 20:09:00.505127000
1.0,51,True,2014-02-22 06:54:11.020274000
0.9988625592417061,211,False,2014-02-22 19:13:55.244671000
1.0,484,False,2014-02-23 07:36:59.523153000
1.0,330,False,2014-02-23 19:56:45.783877000
1.0,16,True,2014-02-24 08:19:48.384213000
1.0,120,False,2014-02-24 19:01:39.892831000
0.986839378238342,386,False,2014-02-25 07:24:44.136240000
0.583404255319149,470,False,2014-02-25 19:44:30.067487000
1.0,172,False,2014-02-26 08:07:33.957804000
1.0,232,False,2014-02-27 07:12:28.136435000
0.8237413394919169,433,False,2014-02-27 19:32:13.459707000
1.0,9,True,2014-02-28 07:55:08.315093000
1.0,292,False,2014-02-28 07:55:17.020949000
0.7645454545454545,132,True,2014-02-28 20:15:00.770071000
0.9764705882352941,17,True,2014-02-28 20:15:09.272682000
1.0,44,True,2014-03-01 07:00:05.726485000
1.0,91,True,2014-03-01 07:00:14.102570000
0.8523529411764705,272,False,2014-03-01 19:19:55.541271000
1.0,456,False,2014-03-02 07:42:58.698964000
1.0,257,False,2014-03-02 20:02:44.027620000
0.889620253164557,158,False,2014-03-03 19:07:36.472538000
1.0,458,False,2014-03-04 07:30:39.888453000
0.9986440677966101,413,False,2014-03-04 19:50:25.053874000
1.0,132,False,2014-03-05 08:13:27.923601000
1.0,300,False,2014-03-06 07:18:20.261259000
0.9863636363636364,484,False,2014-03-06 19:38:04.926284000
1.0,232,False,2014-03-07 08:01:07.360450000
0.8959999999999999,115,False,2014-03-07 20:20:51.866441000
1.0,173,False,2014-03-08 07:06:02.808245000
1.0,349,False,2014-03-08 19:25:49.376741000
1.0,387,False,2014-03-09 07:48:54.468952000
0.7729230769230768,195,False,2014-03-09 20:08:41.596513000
1.0,40,True,2014-03-10 06:53:53.161165000
0.8197073170731707,205,False,2014-03-10 19:13:38.206291000
1.0,485,False,2014-03-11 07:36:43.388654000
1.0,333,False,2014-03-11 19:56:30.750080000
1.0,26,True,2014-03-12 08:19:36.245495000
1.0,117,False,2014-03-12 19:01:27.424206000
1.0,382,False,2014-03-13 07:24:33.421710000
0.5946835443037974,474,False,2014-03-13 19:44:20.895760000
0.9997727272727274,176,False,2014-03-14 08:07:26.170140000
1.0,232,False,2014-03-15 07:12:23.386311000
0.8214746543778801,434,False,2014-03-15 19:32:10.214679000
0.8670588235294118,34,True,2014-03-16 07:55:07.871035000
0.9475092936802975,269,True,2014-03-16 07:55:16.185728000
0.8359055118110236,127,True,2014-03-16 20:15:00.898001000
0.9740000000000001,20,True,2014-03-16 20:15:09.448387000
1.0,29,True,2014-03-17 07:00:06.428452000
1.0,104,True,2014-03-17 07:00:14.851815000
0.6972262773722627,274,False,2014-03-17 19:19:58.900036000
0.4174065934065934,455,False,2014-03-18 07:43:03.830615000
0.872,255,False,2014-03-18 20:02:51.019927000
1.0,158,False,2014-03-19 19:07:47.254108999
1.0,455,False,2014-03-20 07:30:52.709327000
1.0,411,False,2014-03-20 19:50:39.903071000
1.0,132,False,2014-03-21 08:13:44.942334000
1.0,305,False,2014-03-22 07:18:41.059110000
1.0,484,False,2014-03-22 19:38:27.804151000
1.0,230,False,2014-03-23 08:01:32.453827000
1.0,108,False,2014-03-23 20:21:18.118732000
1.0,174,False,2014-03-24 07:06:28.873844000
1.0,354,False,2014-03-24 19:26:14.758475000
1.0,384,False,2014-03-25 07:49:19.019829000
0.9478534031413612,191,False,2014-03-25 20:09:05.641133000
1.0,50,True,2014-03-26 06:54:16.125764999
0.8142307692307692,208,False,2014-03-26 19:14:01.291446000
0.998680412371134,485,False,2014-03-27 07:37:06.071275000
0.9981707317073171,328,False,2014-03-27 19:56:52.893908000
1.0,18,True,2014-03-28 08:19:56.410390000
0.9692561983471074,121,False,2014-03-28 19:01:47.849054000
0.9525388601036269,386,False,2014-03-29 07:24:52.572809000
0.33611814345991564,474,False,2014-03-29 19:44:38.971314000
0.99,172,False,2014-03-30 08:07:43.169976000
1.0,233,False,2014-03-31 07:12:38.271944000
0.9988965517241379,435,False,2014-03-31 19:32:24.091731000
1.0,300,False,2014-04-01 07:55:27.881700000
1.0,22,True,2014-04-01 20:15:06.513379999
1.0,123,True,2014-04-01 20:15:14.949732000
1.0,134,False,2014-04-02 07:00:23.844523000
1.0,133,True,2014-04-02 19:20:04.852377000
1.0,142,True,2014-04-02 19:20:12.996205000
1.0,454,False,2014-04-03 07:43:13.098733000
0.6731746031746032,252,False,2014-04-03 20:02:59.467485000
0.6558974358974359,156,False,2014-04-04 19:07:53.747541000
0.9537991266375546,458,False,2014-04-05 07:30:57.969667000
0.24029197080291972,411,False,2014-04-05 19:50:44.146222000
1.0,131,False,2014-04-06 08:13:48.339330000
1.0,305,False,2014-04-07 07:18:42.273726000
1.0,485,False,2014-04-07 19:38:27.903070000
1.0,228,False,2014-04-08 08:01:31.435433000
0.9104761904761905,105,True,2014-04-08 20:21:16.265552000
1.0,175,False,2014-04-09 07:06:25.918677000
0.9911614730878188,353,False,2014-04-09 19:26:10.948139000
1.0,383,False,2014-04-10 07:49:15.397690000
0.9750515463917526,194,False,2014-04-10 20:09:01.834402000
1.0,49,True,2014-04-11 06:54:12.214016000
0.6675,208,False,2014-04-11 19:13:57.024209000
0.982798353909465,486,False,2014-04-12 07:37:01.571993000
0.9856969696969696,330,False,2014-04-12 19:56:48.071775000
1.0,17,True,2014-04-13 08:19:51.515036999
0.7831404958677686,121,False,2014-04-13 19:01:42.745969000
1.0,389,False,2014-04-14 07:24:47.205688000
0.9986382978723404,470,False,2014-04-14 19:44:33.425618000
1.0,172,False,2014-04-15 08:07:37.471308000
0.6868965517241379,232,False,2014-04-16 07:12:32.264469999
0.6462528735632184,435,False,2014-04-16 19:32:17.995859000
0.5871140939597316,298,False,2014-04-17 07:55:21.661996000
1.0,78,True,2014-04-17 20:15:03.311282000
1.0,69,True,2014-04-17 20:15:11.712873000
1.0,1,True,2014-04-18 07:00:07.519251000
1.0,133,False,2014-04-18 07:00:17.081606000
0.45348837209302323,258,False,2014-04-18 19:20:01.262003000
0.3094736842105263,19,True,2014-04-18 19:20:09.751028000
0.995701754385965,456,False,2014-04-19 07:43:05.430216000
0.7965217391304349,253,False,2014-04-19 20:02:51.326139000
0.9458227848101266,158,False,2014-04-20 19:07:44.708163000
1.0,459,False,2014-04-21 07:30:48.424595000
0.9706796116504854,412,False,2014-04-21 19:50:34.150101000
1.0,131,False,2014-04-22 08:13:37.552016000
1.0,304,False,2014-04-23 07:18:30.567557000
0.9395426195426195,481,False,2014-04-23 19:38:15.870980000
1.0,231,False,2014-04-24 08:01:18.842131000
1.0,108,False,2014-04-24 20:21:03.596309000
1.0,175,False,2014-04-25 07:06:14.554064000
0.9992067988668555,353,False,2014-04-25 19:26:00.831783000
1.0,382,False,2014-04-26 07:49:05.824461000
0.9810416666666667,192,False,2014-04-26 20:08:52.700288000
1.0,50,True,2014-04-27 06:54:03.524834000
0.9942583732057416,209,False,2014-04-27 19:13:48.993088000
1.0,487,False,2014-04-28 07:36:53.954431000
0.7054545454545454,330,False,2014-04-28 19:56:41.104557000
1.0,17,True,2014-04-29 08:19:45.548163000
0.8472727272727273,121,False,2014-04-29 19:01:36.779307000
0.9974093264248706,386,False,2014-04-30 07:24:41.936752000
0.9516949152542372,472,False,2014-04-30 19:44:28.839246000
1.0,173,False,2014-05-01 08:07:33.680495000
1.0,235,False,2014-05-02 07:12:29.664168000
0.515473441108545,433,False,2014-05-02 19:32:16.032063000
0.9248322147651007,298,False,2014-05-03 07:55:20.509398000
0.9545,80,True,2014-05-03 20:15:03.239754000
0.7884848484848485,66,True,2014-05-03 20:15:11.436609000
1.0,131,False,2014-05-04 07:00:17.328338000
1.0,239,True,2014-05-04 19:20:01.728571000
1.0,37,True,2014-05-04 19:20:09.939297000
1.0,454,False,2014-05-05 07:43:07.284017000
0.6612698412698412,252,False,2014-05-05 20:02:54.104878000
0.5548148148148148,162,False,2014-05-06 19:07:49.319906000
0.9288888888888889,459,False,2014-05-07 07:30:53.931023000
0.3666341463414634,410,False,2014-05-07 19:50:40.610062000
1.0,129,False,2014-05-08 08:13:45.276699000
1.0,306,False,2014-05-09 07:18:40.225853000
1.0,485,False,2014-05-09 19:38:26.563470000
1.0,227,False,2014-05-10 08:01:30.680163000
0.6905882352941177,102,True,2014-05-10 20:21:16.126795999
0.9946067415730337,178,False,2014-05-11 07:06:26.297978000
0.9934647887323943,355,False,2014-05-11 19:26:11.916912000
1.0,378,False,2014-05-12 07:49:15.853155000
0.6781052631578948,190,False,2014-05-12 20:09:02.005638000
1.0,53,True,2014-05-13 06:54:12.325544000
0.6579047619047619,210,False,2014-05-13 19:13:56.716190000
1.0,486,False,2014-05-14 07:37:00.827333000
0.5143730886850153,327,False,2014-05-14 19:56:47.230912000
1.0,12,True,2014-05-15 08:19:48.165101000
0.5639669421487603,121,False,2014-05-15 19:01:41.223372000
1.0,388,False,2014-05-16 07:24:45.459813000
0.9776744186046511,473,False,2014-05-16 19:44:31.622918000
1.0,173,False,2014-05-17 08:07:35.380522000
1.0,235,False,2014-05-18 07:12:29.899307000
0.8136697247706423,436,False,2014-05-18 19:32:15.430024000
0.8289932885906041,298,False,2014-05-19 07:55:18.873001000
0.9969230769230769,104,True,2014-05-19 20:15:02.114897000
0.9639024390243902,41,True,2014-05-19 20:15:10.241093000
1.0,19,True,2014-05-20 07:00:06.789751000
1.0,113,True,2014-05-20 07:00:15.162576000
0.41827338129496405,278,False,2014-05-20 19:19:58.804618000
0.7448791208791209,455,False,2014-05-21 07:43:02.269788000
0.708300395256917,253,False,2014-05-21 20:02:48.264585000
0.90825,160,False,2014-05-22 19:07:41.921237000
0.9984313725490196,459,False,2014-05-23 07:30:45.505858999
0.6459367396593675,411,False,2014-05-23 19:50:31.462482000
1.0,133,False,2014-05-24 08:13:35.134635000
1.0,304,False,2014-05-25 07:18:28.556760000
0.47909090909090907,484,False,2014-05-25 19:38:14.180903000
0.999475982532751,229,False,2014-05-26 08:01:17.278821000
0.9423076923076923,104,True,2014-05-26 20:21:01.920963000
1.0,175,False,2014-05-27 07:06:11.591477000
0.9937677053824362,353,False,2014-05-27 19:25:56.556350000
0.9230366492146597,382,False,2014-05-28 07:48:59.611796000
0.545360824742268,194,False,2014-05-28 20:08:45.256188000
0.8866666666666667,48,True,2014-05-29 06:53:54.318501000
0.9766507177033493,209,False,2014-05-29 19:13:38.736397000
1.0,486,False,2014-05-30 07:36:43.211886000
1.0,332,False,2014-05-30 19:56:30.144011000
1.0,18,True,2014-05-31 08:19:34.118959000
1.0,119,False,2014-05-31 19:01:25.215999000
1.0,386,False,2014-06-01 07:24:29.774763000
0.27932203389830507,472,False,2014-06-01 19:44:16.503328000
0.8247398843930636,173,False,2014-06-02 08:07:20.686149000
0.4707826086956522,230,False,2014-06-03 07:12:16.170012000
0.2268505747126437,435,False,2014-06-03 19:32:02.548933000
0.8852083333333333,192,True,2014-06-04 07:55:03.618658000
0.5433333333333333,108,True,2014-06-04 07:55:11.802613000
0.5213605442176871,147,False,2014-06-04 20:14:52.803949000
0.9036363636363636,110,True,2014-06-05 07:00:01.460222000
0.9733333333333333,24,True,2014-06-05 07:00:09.766741000
0.5643321299638989,277,False,2014-06-05 19:19:48.394770000
0.28889867841409694,454,False,2014-06-06 07:42:52.376151000
0.8223107569721115,251,False,2014-06-06 20:02:39.120584000
0.519746835443038,158,False,2014-06-07 19:07:33.756351000
0.18203904555314535,461,False,2014-06-08 07:30:38.152150000
0.2504645476772616,409,False,2014-06-08 19:50:24.823012000
0.850909090909091,132,False,2014-06-09 08:13:29.112359000
0.4977049180327869,305,False,2014-06-10 07:18:23.783115000
0.2695867768595041,484,False,2014-06-10 19:38:10.087378000
0.9633480176211454,227,False,2014-06-11 08:01:13.832328000
1.0,104,True,2014-06-11 20:20:59.299561000
0.9590909090909091,176,False,2014-06-12 07:06:09.262112999
0.4033898305084746,354,False,2014-06-12 19:25:54.877439000
0.04356020942408377,382,False,2014-06-13 07:48:58.631424000
0.288659793814433,194,False,2014-06-13 20:08:45.057376000
0.13176470588235292,51,True,2014-06-14 06:53:54.756681000
0.30403846153846154,208,False,2014-06-14 19:13:39.283478000
0.0,485,False,2014-06-15 07:36:43.250022000
0.2119148936170213,329,False,2014-06-15 19:56:29.692217000
0.7666666666666667,18,True,2014-06-16 08:19:32.659991000
0.9329999999999999,120,False,2014-06-16 19:01:23.763884000
0.9914211886304909,387,False,2014-06-17 07:24:27.764803000
0.7740084388185654,474,False,2014-06-17 19:44:13.954802000
1.0,174,False,2014-06-18 08:07:17.670240000
1.0,232,False,2014-06-19 07:12:12.152576000
1.0,437,False,2014-06-19 19:31:57.890681000
0.45536332179930794,289,False,2014-06-20 07:55:00.925466000
0.989090909090909,11,True,2014-06-20 07:55:09.578584000
0.702857142857143,147,False,2014-06-20 20:14:46.979810000
1.0,133,False,2014-06-21 06:59:56.707999000
0.7392,275,False,2014-06-21 19:19:41.490614000
0.9906813186813187,455,False,2014-06-22 07:42:45.002234000
0.6869019607843136,255,False,2014-06-22 20:02:31.126871000
0.4417610062893082,159,False,2014-06-23 19:07:24.762496000
0.2295614035087719,456,False,2014-06-24 07:30:28.732142000
0.9981818181818182,44,True,2014-06-24 19:50:07.504824999
0.5785286103542234,367,True,2014-06-24 19:50:15.794968000
0.9818181818181819,132,False,2014-06-25 08:13:18.697134000
0.7054785478547855,303,False,2014-06-26 07:18:12.473300000
1.0,480,False,2014-06-26 19:37:58.458238000
0.9982608695652173,230,False,2014-06-27 08:01:02.783045000
0.9461682242990654,107,False,2014-06-27 20:20:48.616761000
1.0,176,False,2014-06-28 07:05:59.081623000
0.5655211267605634,355,False,2014-06-28 19:25:45.128696000
1.0,385,False,2014-06-29 07:48:49.351552000
0.9265979381443299,194,False,2014-06-29 20:08:36.139933000
1.0,50,True,2014-06-30 06:53:46.167585000
1.0,210,False,2014-06-30 19:13:31.456660000
1.0,486,False,2014-07-01 07:36:35.947673000
0.6048484848484849,330,False,2014-07-01 19:56:22.744701000
0.96,19,True,2014-07-02 08:19:27.067977000
0.45256198347107435,121,False,2014-07-02 19:01:17.815706000
0.9487046632124353,386,False,2014-07-03 07:24:22.467095000
0.580928270042194,474,False,2014-07-03 19:44:09.071796000
0.7867441860465116,172,False,2014-07-04 08:07:13.222314000
0.6202575107296137,233,False,2014-07-05 07:12:08.715160000
0.28395402298850575,435,False,2014-07-05 19:31:54.887697000
0.2241860465116279,301,False,2014-07-06 07:54:58.856537000
0.307027027027027,148,False,2014-07-06 20:14:44.935483000
0.9487878787878787,132,False,2014-07-07 06:59:54.912262000
0.22599277978339352,277,False,2014-07-07 19:19:40.162791000
0.07806167400881057,454,False,2014-07-08 07:42:44.230317000
0.2388976377952756,254,False,2014-07-08 20:02:30.711185000
0.9994968553459119,159,False,2014-07-09 19:07:25.051660000
0.9787719298245614,456,False,2014-07-10 07:30:29.275415000
0.8,23,True,2014-07-10 19:50:07.687968000
0.9002570694087403,389,False,2014-07-10 19:50:16.158872000
0.995187969924812,133,False,2014-07-11 08:13:19.685036000
0.8430263157894737,304,False,2014-07-12 07:18:14.081574000
0.8086486486486487,481,False,2014-07-12 19:38:00.094662000
0.943304347826087,230,False,2014-07-13 08:01:03.661003000
0.5188785046728972,107,True,2014-07-13 20:20:48.762971000
0.9018181818181819,176,False,2014-07-14 07:05:58.650009000
0.3494318181818182,352,False,2014-07-14 19:25:44.059476000
0.5413612565445026,382,False,2014-07-15 07:48:47.616474000
0.8694300518134714,193,False,2014-07-15 20:08:33.582146000
1.0,50,True,2014-07-16 06:53:43.151618000
0.714066985645933,209,False,2014-07-16 19:13:27.769378000
0.6397540983606558,488,False,2014-07-17 07:36:31.519845000
0.34344410876132936,331,False,2014-07-17 19:56:17.704551000
0.9079999999999999,20,True,2014-07-18 08:19:21.485071000
0.7476666666666667,120,False,2014-07-18 19:01:11.429689000
0.6893506493506493,385,False,2014-07-19 07:24:15.440077000
0.21856540084388187,474,False,2014-07-19 19:44:01.387465000
0.9094736842105263,171,False,2014-07-20 08:07:04.879575000
0.21194805194805194,231,False,2014-07-21 07:11:59.377527000
0.6273148148148148,432,False,2014-07-21 19:31:44.890118000
0.8360264900662251,302,False,2014-07-22 07:54:48.426494000
0.5424324324324324,148,False,2014-07-22 20:14:33.965029000
0.9501492537313433,134,False,2014-07-23 06:59:43.529939999
0.4051094890510949,274,False,2014-07-23 19:19:28.313649000
0.010461538461538461,455,False,2014-07-24 07:42:32.965715000
0.45089494163424126,257,False,2014-07-24 20:02:19.954344000
0.8996178343949045,157,False,2014-07-25 19:07:15.361794000
0.7172866520787745,457,False,2014-07-26 07:30:20.343621000
0.3454852320675106,237,True,2014-07-26 19:50:03.837111000
0.31448275862068964,174,True,2014-07-26 19:50:11.974769000
0.5627067669172932,133,False,2014-07-27 08:13:12.042411000
0.47226229508196726,305,False,2014-07-28 07:18:07.707551000
0.9274321503131524,479,False,2014-07-28 19:37:54.326683000
0.9984415584415585,231,False,2014-07-29 08:00:58.702682000
0.8271698113207547,106,False,2014-07-29 20:20:44.439606000
0.9956571428571428,175,False,2014-07-30 07:05:55.200428000
0.28158640226628895,353,False,2014-07-30 19:25:41.087166000
0.07863874345549739,382,False,2014-07-31 07:48:45.510690000
0.5775257731958763,194,False,2014-07-31 20:08:32.059757000
1.0,49,True,2014-08-01 06:53:42.438226000
