lat_mean,lat_std,lon_mean,lon_std,qtd
,,,,0.0
0.0019253625068813562,0.28780731558799744,0.009659961797297001,0.2879110276699066,432.0
0.0005115141393616796,0.2895408570766449,-0.011495739221572876,0.28905248641967773,332.0
,,,,0.0
,,,,0.0
,,,,0.0
-0.004290335346013308,0.2918044626712799,-0.011155613698065281,0.28984010219573975,175.0
,,,,0.0
-0.0016209399327635765,0.28508460521698,-0.014534431509673595,0.28923073410987854,193.0
,,,,0.0
,,,,0.0
0.00016474306175950915,0.28898975253105164,-0.006559648085385561,0.28780820965766907,456.0
0.002266400959342718,0.2886247932910919,0.015512055717408657,0.28857696056365967,158.0
0.0333985760807991,0.269463449716568,0.0020323898643255234,0.2891576588153839,330.0
,,,,0.0
0.0035622315481305122,0.287455290555954,0.02011105976998806,0.28971028327941895,159.0
,,,,0.0
0.02485191822052002,0.29111555218696594,0.020913155749440193,0.2885148525238037,120.0
,,,,0.0
-0.0024555011186748743,0.2902458608150482,0.011386949568986893,0.28757086396217346,390.0
-0.0011643435573205352,0.28856801986694336,0.007593619171530008,0.28769561648368835,452.0
0.004003598820418119,0.288752943277359,0.018338749185204506,0.2874526083469391,206.0
,,,,0.0
-0.00869451928883791,0.29019519686698914,0.0011713989078998566,0.29004180431365967,133.0
0.010423974134027958,0.28986644744873047,0.012941369786858559,0.2896811068058014,213.0
,,,,0.0
-0.031799767166376114,0.28246432542800903,-0.03749191015958786,0.2712891101837158,104.0
,,,,0.0
-0.0013225649017840624,0.2883659601211548,-0.011819588020443916,0.28825506567955017,410.0
0.0009893417591229081,0.28888899087905884,-0.006276280153542757,0.28728634119033813,460.0
0.0003424374735914171,0.28939133882522583,-0.003385680727660656,0.28868699073791504,474.0
-0.03804713115096092,0.29272204637527466,-0.07146896421909332,0.26073625683784485,100.0
-0.0027769121807068586,0.2889138162136078,0.014778710901737213,0.2871573567390442,173.0
0.0034324824810028076,0.28754764795303345,-0.00982151459902525,0.28843954205513,384.0
0.0008364550885744393,0.2908441424369812,-0.01573573611676693,0.2881329655647278,173.0
-0.00022469849500339478,0.2896885871887207,-0.003653566353023052,0.28969842195510864,476.0
,,,,0.0
0.0007710246718488634,0.2906094193458557,0.010524990037083626,0.2879435420036316,159.0
0.004798527806997299,0.29031214118003845,0.019210180267691612,0.2917797565460205,132.0
0.0013351566158235073,0.28780800104141235,-0.013874204829335213,0.28715085983276367,304.0
-0.0010530297877267003,0.2928733229637146,-0.0093545475974679,0.2901851534843445,176.0
-0.0032646995969116688,0.28905871510505676,0.015124965459108353,0.2889210879802704,210.0
