Long_LW_CloudFraction,Long_SW_CloudFraction,Time,XL_CloudAlbedo,XL_CloudAlbedoCorrected,XL_CloudFraction,XL_CloudFractionCorrected,TSI_CloudFraction,Lidar_CloudFraction
1.0,1.0,2014-10-03 13:35:00,0.6187232244699274,0.553025486390704,0.99549227954388,1.1137537207447252,0.995323,0.978297
1.0,1.0,2014-10-03 13:45:00,0.5091993028404828,0.4543713579487982,0.9940250486569069,1.1139717610437745,0.995585,0.92039
1.0,0.96,2014-10-03 13:55:00,0.5029302248115395,0.4480800753755127,0.9908065728680641,1.1120926812460503,0.993627,0.88765
0.88,1.0,2014-10-03 14:05:00,0.4447601265607896,0.3956852664463377,0.9932494218990228,1.1164371687570809,0.992977,0.910759
0.73,1.0,2014-10-03 14:15:00,0.2644750847593781,0.2349834142388491,0.8896399709266485,1.0012945274384248,0.993786,0.96741
0.63,1.0,2014-10-03 14:25:00,0.34893231360347177,0.3096530437136187,0.9699736235242736,1.0930140925844944,0.993843,0.995938
0.57,1.0,2014-10-03 14:35:00,0.3431104664348845,0.3041612176448475,0.9726819960340308,1.0972384182842725,0.992339,0.982485
0.52,1.0,2014-10-03 14:45:00,0.2922624417156421,0.2588411518939473,0.9184600111947708,1.037050575327148,0.989867,0.942323
0.18,1.0,2014-10-03 14:55:00,,,,,0.949051,0.797599
0.0,0.82,2014-10-03 15:05:00,,,,,0.816629,0.494579
0.0,0.6,2014-10-03 15:15:00,,,,,0.776081,0.19554
0.0,0.46,2014-10-03 15:25:00,0.19800242209828334,0.1749246735845741,0.2623492311225124,0.2969608696898016,0.728062,0.0462662
0.11,0.39,2014-10-03 15:35:00,0.2569249112369613,0.2269125222466829,0.2303334628981971,0.2607983196523933,0.652562,0.0417362
0.32,0.41,2014-10-03 15:45:00,0.24030922981859465,0.21220304144406008,0.2413961900606581,0.27336899659806274,0.657078,0.11779
0.13,0.56,2014-10-03 15:55:00,0.6155067512416861,0.5435007745302981,0.7823885679402602,0.8860437155360472,0.619643,0.106438
0.25,0.52,2014-10-03 16:05:00,,,,,0.751127,0.19616
0.38,0.64,2014-10-03 16:15:00,0.2549129064876588,0.22516631844480464,0.3922857379657743,0.4441103728532316,0.838206,0.397084
0.11,0.76,2014-10-03 16:25:00,0.6669724878520292,0.5893555352861944,0.9884044528014971,1.1185753546353103,0.876075,0.506905
0.16,0.75,2014-10-03 16:35:00,,,,,0.837675,0.541736
0.18,0.68,2014-10-03 16:45:00,,,,,0.839451,0.279675
0.13,0.64,2014-10-03 16:55:00,,,,,0.82878,0.155365
0.07,0.56,2014-10-03 17:05:00,0.05839456956565853,0.051741391401147856,0.458882753104496,0.5178882925836226,0.79006,0.0366972
0.0,0.44,2014-10-03 17:15:00,0.20845116304117714,0.18488767202319487,0.2510111081804341,0.28300187277982497,0.533342,0.0222985
0.0,0.41,2014-10-03 17:25:00,0.23311784999667204,0.20700053502957005,0.2383059436455191,0.2683730707079366,0.538873,0.021121
0.0,0.4,2014-10-03 17:35:00,0.2311340289748953,0.20549715303729071,0.2338065741916605,0.2629752027948033,0.473179,0.0
0.0,0.44,2014-10-03 17:45:00,0.16664210013750735,0.14836291378898828,0.24876258086420236,0.27941159857372644,0.532946,0.0
0.0,0.47,2014-10-03 17:55:00,0.13021323261068174,0.11610377143608447,0.27315956374168043,0.3063551629148295,0.64288,0.0
0.0,0.57,2014-10-03 18:05:00,0.05708088841008922,0.050978057580184866,0.4740749378264424,0.5308287508115962,0.506167,0.0
0.0,0.49,2014-10-03 18:15:00,0.1487027470474217,0.13303400581147468,0.2864605381420381,0.3201998517790224,0.503478,0.0
0.0,0.44,2014-10-03 18:25:00,0.18380079509024067,0.16473685190072168,0.25641050044210906,0.28608324917577044,0.421602,0.0
0.0,0.43,2014-10-03 18:35:00,0.14419602974135667,0.12949221134701566,0.24882751528525426,0.2770818369792811,0.433327,0.0
0.0,0.46,2014-10-03 18:45:00,,,,,0.344293,0.0
0.0,0.57,2014-10-03 18:55:00,,,,,0.430584,0.0
0.02,0.77,2014-10-03 19:05:00,,,,,0.600823,0.0
0.23,1.0,2014-10-03 19:15:00,,,,,0.686191,0.0
0.38,1.0,2014-10-03 19:25:00,,,,,0.777745,0.0447154
0.3,0.75,2014-10-03 19:35:00,0.4720082796209666,0.42976803341317743,0.7873185906332271,0.8647011052148651,0.904258,0.172788
0.52,1.0,2014-10-03 19:45:00,0.6826981137705797,0.6232311083634756,0.9686473011971382,1.061072973672191,0.936287,0.292445
0.45,1.0,2014-10-03 19:55:00,0.7640111384587448,0.6993431737838469,0.9991634488105774,1.0915556663002164,0.985209,0.488412
0.63,1.0,2014-10-03 20:05:00,0.8028719631723938,0.7369524442820728,0.9987558722496032,1.0880933961270287,0.986875,0.578464
0.54,1.0,2014-10-03 20:15:00,0.8227682709693909,0.7573621329056391,1.0,1.0863604545593262,0.977374,0.617564
0.63,1.0,2014-10-03 20:25:00,0.8093424439430237,0.7471699901030404,1.0,1.083210587501526,0.964292,0.422222
0.61,1.0,2014-10-03 20:35:00,0.8115841746330261,0.7514632318366752,1.0,1.0800051689147951,0.951454,0.533456
0.63,1.0,2014-10-03 20:45:00,0.8402049541473389,0.7803155206413862,1.0,1.0767502784729004,0.946021,0.556098
0.63,1.0,2014-10-03 20:55:00,0.8478340394431771,0.7898201714853009,0.999291718006134,1.0726916891296696,0.958666,0.66867
0.63,1.0,2014-10-03 21:05:00,0.8555694222450256,0.7995102592897618,1.0,1.0701168775558472,0.984542,0.356427
0.7,--,2014-10-03 21:15:00,0.8503822684288025,0.7971701697636647,1.0,1.06675124168396,0.951091,0.493139
0.88,--,2014-10-03 21:25:00,0.8781724229520972,0.825845771885308,0.9831224083900452,1.0454143095792077,0.999422,0.660976
0.79,--,2014-10-03 21:35:00,,,,,0.990607,0.766277
0.75,--,2014-10-03 21:45:00,,,,,--,0.452846
0.13,--,2014-10-04 09:55:00,,,,,--,0.0
0.13,--,2014-10-04 10:05:00,,,,,0.354916,0.0
0.0,--,2014-10-04 10:15:00,0.2760186963079802,0.2599442262473183,1.0000349207738484,1.0618752302343148,0.504005,0.0
0.05,--,2014-10-04 10:25:00,0.24242021700940425,0.22757411681785444,1.004158123809456,1.0696657145789537,0.753628,0.177092
0.3,--,2014-10-04 10:35:00,0.3345386093795155,0.3130586267865139,0.9983092568367021,1.0668065401711362,0.810504,0.489149
0.73,1.0,2014-10-04 10:45:00,0.4304643720893079,0.4015666869755881,0.9976391905843602,1.0694316577427871,0.899992,0.815597
0.68,1.0,2014-10-04 10:55:00,0.4825840340144468,0.4487996489172501,0.9919109798525818,1.0665792702719803,0.951803,0.944206
0.63,1.0,2014-10-04 11:05:00,0.22324783000328835,0.2069885387440623,0.9254030766680409,0.9980950152991658,0.960474,0.83389
0.27,1.0,2014-10-04 11:15:00,,,,,0.812847,0.598797
0.0,1.0,2014-10-04 11:25:00,,,,,0.669047,0.329813
0.0,1.0,2014-10-04 11:35:00,0.28623852019045004,0.2630698547951432,0.7811565482795504,0.8499533121753425,0.577446,0.242905
0.23,1.0,2014-10-04 11:45:00,0.3255323089896119,0.2983465111512434,0.9349403679818972,1.0201335875600568,0.629228,0.213647
0.04,0.98,2014-10-04 11:55:00,,,,,0.552111,0.494421
0.57,0.99,2014-10-04 12:05:00,0.4779640278725848,0.4356985176322441,0.9911214524532826,1.0872664981737352,0.854958,0.707012
0.88,1.0,2014-10-04 12:15:00,0.496916876297125,0.4518129661636848,0.9938206191334209,1.093032459543318,0.991246,0.969957
0.88,1.0,2014-10-04 12:25:00,0.6105840205942267,0.5537855699964326,1.0000000000334064,1.1025639772783489,0.988919,0.901706
0.52,1.0,2014-10-04 12:35:00,0.2315454235359757,0.20950419740358653,0.6673514133700049,0.7375611924300496,0.933604,0.738731
0.54,0.92,2014-10-04 12:45:00,0.057197255468503475,0.05163363031498767,0.811054151659672,0.8984468306464013,0.854177,0.755483
0.73,0.64,2014-10-04 12:55:00,0.6328749126611883,0.570057474060312,0.9920527339011732,1.101371907030855,0.982245,0.788841
0.88,0.91,2014-10-04 13:05:00,0.7201894920086558,0.6473433337962006,0.9985567331314088,1.1109252676758672,0.993642,0.722037
0.88,0.17,2014-10-04 13:15:00,0.8030992182824509,0.7204262497666529,0.9303285479545592,1.0370889870408746,0.958395,0.387124
0.89,0.79,2014-10-04 13:25:00,0.8915425560426162,0.7982548523327496,0.9485380053520204,1.0593884839206638,0.977737,0.116959
0.88,1.0,2014-10-04 13:35:00,0.579904952763794,0.5183026478672106,0.9963488584756318,1.1147688326273046,0.985363,0.147766
0.88,1.0,2014-10-04 13:45:00,0.6499271682518404,0.5799194176680358,0.9888994097713552,1.1082791393036648,0.980453,0.487051
0.89,1.0,2014-10-04 13:55:00,0.6371279238162693,0.5676181456648328,0.9989523291606376,1.121282729120786,0.98767,0.733047
1.0,1.0,2014-10-04 14:05:00,0.9363634586334229,0.8330136934001884,1.0,1.124067306518555,0.961438,0.77212
1.0,1.0,2014-10-04 14:15:00,0.993343472480774,0.8825462817431031,1.0,1.1255426406860352,0.967021,0.440343
0.88,1.0,2014-10-04 14:25:00,0.9983991384506226,0.8859839696924849,1.0,1.126881718635559,0.969582,0.195935
0.88,1.0,2014-10-04 14:35:00,0.9875469207763672,0.8754211913763846,1.0,1.128082036972046,0.972924,0.0
0.89,1.0,2014-10-04 14:45:00,0.9859184357542564,0.8731575975860918,0.9998838305473328,1.1290102781840616,0.965288,0.0
1.0,1.0,2014-10-04 14:55:00,0.9864267090814124,0.8728993320838457,0.9998856782913208,1.1299286215971165,0.97316,0.0
1.0,1.0,2014-10-04 15:05:00,0.9857786893844604,0.8717307373622245,1.0,1.1308293342590332,0.975224,0.0
1.0,1.0,2014-10-04 15:15:00,0.9848481533364568,0.8704264942703951,0.9997765421867372,1.1312018737975649,0.973037,0.0
1.0,1.0,2014-10-04 15:25:00,0.984281736140708,0.8695585956482262,0.9996674060821532,1.1315561423302543,0.972706,0.0
1.0,1.0,2014-10-04 15:35:00,0.9830759990928556,0.8682405657590527,0.9997794628143309,1.132012523993808,0.963929,0.0
1.0,1.0,2014-10-04 15:45:00,0.9819517385937973,0.867109324066769,0.9997801184654236,1.1321938287253843,0.948756,0.0
1.0,1.0,2014-10-04 15:55:00,0.9803879770661432,0.8657044821736593,0.9998901486396791,1.13234978020661,0.918773,0.0
1.0,1.0,2014-10-04 16:05:00,0.9786008567550692,0.8642164765935255,0.9997798204421996,1.1321068451595124,0.954001,0.0
1.0,1.0,2014-10-04 16:15:00,0.9758507730474474,0.8619912010657232,0.9998894333839417,1.1319638475698284,0.984562,0.0
1.0,1.0,2014-10-04 16:25:00,0.9720685658648098,0.8589657786516539,0.9995546340942384,1.1311692081525282,0.984112,0.0
1.0,1.0,2014-10-04 16:35:00,0.9661471786085108,0.8541587681902002,0.9994381666183472,1.1304741001698204,0.981275,0.0
1.0,1.0,2014-10-04 16:45:00,0.9566630337479924,0.8463053670684019,0.9998863339424132,1.1302708583144252,0.980281,0.0
1.0,1.0,2014-10-04 16:55:00,0.9458848997390076,0.8374045478073446,0.9994231462478638,1.128891961431037,0.977883,0.0
1.0,1.0,2014-10-04 17:05:00,0.9338261060590074,0.8274608963275084,0.9992958903312684,1.1277494733714521,0.979184,0.0
1.0,1.0,2014-10-04 17:15:00,0.9212686262173364,0.8171602358798556,0.9997605681419371,1.1271327271164535,0.981054,0.0
0.96,1.0,2014-10-04 17:25:00,0.9051829803128456,0.8038057735653428,0.9992653727531432,1.1252942414434983,0.980288,0.0
0.73,1.0,2014-10-04 17:35:00,0.8811824552791881,0.7834799316580601,0.9988694787025452,1.1234317870578179,0.981814,0.0
0.63,1.0,2014-10-04 17:45:00,0.8463103310087026,0.7535146493877306,0.9984487891197203,1.1214082246466646,0.980874,0.0108268
0.63,1.0,2014-10-04 17:55:00,0.8021759560406548,0.7152922397930304,0.997598111629486,1.1187724043703966,0.982153,0.0109235
0.57,1.0,2014-10-04 18:05:00,0.7638523784860489,0.6822222822816632,0.996959626674652,1.1162490611463056,0.982732,0.00964067
0.3,1.0,2014-10-04 18:15:00,0.7419007700595266,0.6637653183658266,0.9962649345397948,1.113540737467417,0.984104,0.0
0.23,1.0,2014-10-04 18:25:00,0.7339199823699012,0.6578368750570198,0.9964028596878052,1.1116433221412334,0.986492,0.0
0.2,1.0,2014-10-04 18:35:00,0.7303154337905222,0.6558854185571581,0.9968593120574952,1.10998311643354,0.985321,0.0
0.13,1.0,2014-10-04 18:45:00,0.713554303267603,0.6421528201110314,0.9971910119056709,1.1080694741822308,0.986145,0.0
0.13,1.0,2014-10-04 18:55:00,0.6926858044854894,0.6247208358331915,0.9975541234016624,1.1060805736769141,0.987771,0.0
0.13,1.0,2014-10-04 19:05:00,0.6752975222049956,0.6104163103159903,0.9979577064516651,1.1040307328670935,0.987347,0.00500835
0.13,1.0,2014-10-04 19:15:00,0.6429867805701373,0.5825801405560264,0.9980151057252591,1.101497416609821,0.987471,0.00515021
0.11,1.0,2014-10-04 19:25:00,0.6210343943891851,0.5640681757797248,0.9978646040074908,1.098640672602312,0.990032,0.0390244
0.38,1.0,2014-10-04 19:35:00,0.6191422741249712,0.5637761193735247,0.9983800053733768,1.0964268363382574,0.987578,0.161236
0.75,1.0,2014-10-04 19:45:00,0.6593251655201874,0.6019387561114351,0.9977244138718822,1.0928434290710956,0.988965,0.445528
0.68,1.0,2014-10-04 19:55:00,0.6718035795232119,0.6149864809426165,0.9991634488109772,1.0914737189200172,0.988719,0.695017
0.88,1.0,2014-10-04 20:05:00,0.7288353356360217,0.6690453742804587,0.9993779063224792,1.0886883906269065,0.986353,0.798663
0.64,1.0,2014-10-04 20:15:00,0.646505189080514,0.5951566418518937,0.9989451766020122,1.0851315349024808,0.985898,0.813031
0.63,1.0,2014-10-04 20:25:00,0.640080544787668,0.5909559922484754,0.9987883567823156,1.0818148964094094,0.984728,0.866667
0.84,1.0,2014-10-04 20:35:00,0.6736860185726615,0.6238284962930157,0.999053061008764,1.07889922152208,0.981645,0.956044
0.75,1.0,2014-10-04 20:45:00,0.6948872594692741,0.6454057384160781,0.999430477619186,1.0760541226783162,0.96033,0.69212
0.25,1.0,2014-10-04 20:55:00,0.567994395591515,0.5291694928845722,0.9992902295306706,1.0726076570453171,0.904894,0.373711
0.14,1.0,2014-10-04 21:05:00,0.5771899544267677,0.5394121692230671,0.9990706451347192,1.0690406576570246,0.776529,0.0559733
0.02,--,2014-10-04 21:15:00,0.576214253428275,0.5401990836288174,1.0000000008228889,1.0666701802448164,0.520316,0.000859845
0.0,--,2014-10-04 21:25:00,0.5675874938865242,0.533807404953113,1.0000000016977726,1.0632814186982154,0.343551,0.0219512
0.0,--,2014-10-04 21:35:00,,,,,0.208779,0.090301
0.0,--,2014-10-04 21:45:00,,,,,--,0.0870626
0.88,--,2014-10-05 09:55:00,,,,,--,0.671821
0.93,--,2014-10-05 10:05:00,,,,,0.976982,0.481605
0.88,--,2014-10-05 10:15:00,0.15814992819124024,0.14892164507862254,1.044528531981792,1.10925522102183,0.965723,0.270619
0.86,--,2014-10-05 10:25:00,,,,,0.980046,0.410089
0.8,--,2014-10-05 10:35:00,0.14639044165559756,0.1369751291067936,1.0589719141469451,1.1317628771277142,0.907074,0.479532
0.59,1.0,2014-10-05 10:45:00,0.3239544069633243,0.3021726787291189,0.9912772590710358,1.062732203153486,0.506563,0.545528
0.88,1.0,2014-10-05 10:55:00,0.14341856684226711,0.13336352972219342,0.9325817958257296,1.0028944562214617,0.830103,0.534364
0.82,1.0,2014-10-05 11:05:00,0.2343799215016163,0.2172866248824067,1.003483236515465,1.0824242970775046,0.79912,0.46533
0.46,1.0,2014-10-05 11:15:00,0.5776828768072094,0.5339564280307427,0.9953031547135864,1.0768099408986451,0.3945,0.678694
0.75,1.0,2014-10-05 11:25:00,0.6138834664330803,0.5657583729050342,0.998154282593676,1.0830602610215088,0.561003,0.773171
0.88,1.0,2014-10-05 11:35:00,0.5147428484717621,0.4730329695990833,0.9964274982731516,1.0842879074399887,0.867245,0.989139
0.88,1.0,2014-10-05 11:45:00,0.3241412390636901,0.2970440592297422,0.9945359401768349,1.085260256603756,0.991575,0.973984
0.88,1.0,2014-10-05 11:55:00,0.5395175219342211,0.4930705615038967,0.9973828940698202,1.0913357832332855,0.988022,0.883161
1.0,1.0,2014-10-05 12:05:00,0.6671264596691894,0.6080819116817251,0.9985679984100104,1.0955286133669742,0.997741,0.860485
1.0,1.0,2014-10-05 12:15:00,0.6575140508475864,0.5977846040837503,0.9982433319093283,1.0979858169839003,0.99788,0.818884
1.0,1.0,2014-10-05 12:25:00,0.6855743262044698,0.6217521775481776,0.9981677532196632,1.1006285294426243,0.997603,0.912195
1.0,1.0,2014-10-05 12:35:00,0.6362069198376147,0.575603204785982,0.9973398447057359,1.1023470775627169,0.997541,0.934891
1.0,1.0,2014-10-05 12:45:00,0.4345256676557124,0.3922320185459516,0.993406019190753,1.1005231427619788,0.995013,0.988618
0.95,0.98,2014-10-05 12:55:00,0.49504738271844,0.4458815547140697,0.9951164544318798,1.1048445289073785,0.997634,0.987124
0.88,1.0,2014-10-05 13:05:00,0.4336341595443051,0.38974915967018575,0.9762017429942638,1.086120166948458,0.963095,0.985798
0.88,1.0,2014-10-05 13:15:00,0.3751819205886748,0.336541003521849,0.9458898750366,1.0544949241484434,0.992755,0.977663
0.88,1.0,2014-10-05 13:25:00,0.6517084969388578,0.5834860582743822,0.9957743883136068,1.1122024608733716,0.976114,0.893496
0.71,1.0,2014-10-05 13:35:00,0.245763021382472,0.2196456714336432,0.8151923314982963,0.9121241911537902,0.811873,0.833751
0.84,1.0,2014-10-05 13:45:00,0.4246245881491157,0.3788693976262731,0.98624450018025,1.1053509925245228,0.934743,0.728455
0.57,1.0,2014-10-05 13:55:00,,,,,0.833329,0.766524
0.75,1.0,2014-10-05 14:05:00,0.4528644682529142,0.40286653431528346,0.9523415641122444,1.0705323458049236,0.923032,0.833751
0.95,1.0,2014-10-05 14:15:00,0.38300942415559935,0.3402786650758042,0.9772385361527408,1.0999560284249406,0.994774,0.951031
0.88,1.0,2014-10-05 14:25:00,0.3718130664767775,0.329940346582062,0.9752800703140988,1.0990528359858582,0.978707,0.97559
0.63,1.0,2014-10-05 14:35:00,,,,,0.908776,0.978279
0.8,1.0,2014-10-05 14:45:00,0.475856253433426,0.42142507198278906,0.9914230877785644,1.1194751036003228,0.955514,0.973171
0.95,1.0,2014-10-05 14:55:00,0.3856524508083852,0.3412638271754536,0.9457350076307144,1.0687479728713123,0.9885,0.952749
0.79,0.93,2014-10-05 15:05:00,0.5084994415198786,0.4496660694942383,0.9941409254078332,1.1242122536186063,0.928642,0.79198
0.38,0.92,2014-10-05 15:15:00,0.4966293762526627,0.438928486624796,0.9413407469413332,1.065088009187053,0.665141,0.752577
0.75,1.0,2014-10-05 15:25:00,0.5885631878204509,0.5199635890333603,0.9915901425245132,1.1224121603986366,0.816507,0.758537
0.68,1.0,2014-10-05 15:35:00,0.5518717967968046,0.4874088097168568,0.98866391766478,1.1194211548756925,0.843246,0.793651
0.68,0.94,2014-10-05 15:45:00,,,,,0.953321,0.630081
0.54,0.59,2014-10-05 15:55:00,,,,,0.713187,0.496564
0.59,0.83,2014-10-05 16:05:00,0.3319276368575513,0.29313509522846154,0.5774364302485442,0.6538524825165658,0.784886,0.329156
0.45,0.62,2014-10-05 16:15:00,0.5533876441072078,0.4888301975610547,0.7001214064245518,0.7925830638601591,0.745308,0.505155
0.71,0.84,2014-10-05 16:25:00,0.4578186576167029,0.4045602425123982,0.9324090293649814,1.0551562049760406,0.816699,0.438568
0.16,0.35,2014-10-05 16:35:00,,,,,0.304164,0.548495
0.57,0.68,2014-10-05 16:45:00,0.5428848633972396,0.480274855639388,0.7710391968610222,0.8715540781425088,0.630379,0.333605
0.38,0.66,2014-10-05 16:55:00,0.34730456427536816,0.3074843425530944,0.4683258427686198,0.5289755615233138,0.683197,0.25945
0.07,0.61,2014-10-05 17:05:00,0.3846310755695657,0.34083392181681754,0.457538404298521,0.5163320822693989,0.587936,0.239766
0.23,0.52,2014-10-05 17:15:00,,,,,0.659282,0.187285
0.11,0.49,2014-10-05 17:25:00,0.5347614790587959,0.4748917016702388,0.5059327588905513,0.5697158941650209,0.476473,0.266667
0.21,0.66,2014-10-05 17:35:00,0.11021352947622187,0.09799818417456237,0.4070011779455171,0.4577333416959263,0.548091,0.155388
0.0,0.56,2014-10-05 17:45:00,0.35649302430653323,0.31742085025003003,0.3998729403885493,0.4490943608309692,0.532116,0.218877
0.38,0.71,2014-10-05 17:55:00,0.4205225441689536,0.3749960564803231,0.5845969892456395,0.6555701292927765,0.641318,0.416667
0.75,0.63,2014-10-05 18:05:00,0.6702230017908338,0.5986327681458442,0.9309582710270708,1.0422911677259803,0.700222,0.51505
0.38,0.67,2014-10-05 18:15:00,,,,,0.6723,0.559278
0.34,0.64,2014-10-05 18:25:00,0.6115148594498602,0.5481548902313529,0.9733373523054272,1.085843189214529,0.548474,0.252238
0.0,0.52,2014-10-05 18:35:00,,,,,0.420911,0.147034
0.18,0.6,2014-10-05 18:45:00,,,,,0.499329,0.298374
0.57,0.82,2014-10-05 18:55:00,,,,,0.683103,0.597938
0.75,1.0,2014-10-05 19:05:00,0.6763231186750808,0.6113857965602717,0.9944320917131676,1.1000540368486158,0.697506,0.725146
0.41,0.7,2014-10-05 19:15:00,,,,,0.500358,0.705933
0.59,0.76,2014-10-05 19:25:00,,,,,0.529418,0.559805
0.41,0.75,2014-10-05 19:35:00,,,,,0.518783,0.572385
0.59,0.86,2014-10-05 19:45:00,,,,,0.492244,0.342555
0.07,0.41,2014-10-05 19:55:00,0.30457153511555823,0.2788337055446241,0.2854149978368053,0.31176031558439943,0.195244,0.195185
0.0,0.35,2014-10-05 20:05:00,,,,,0.147645,0.0342523
0.0,0.37,2014-10-05 20:15:00,,,,,0.158402,0.0
0.0,0.39,2014-10-05 20:25:00,,,,,0.163949,0.114082
0.02,0.5,2014-10-05 20:35:00,,,,,0.20453,0.117539
0.21,0.53,2014-10-05 20:45:00,0.41667746391681465,0.38703627011613295,0.5632934275583273,0.6064332853496829,0.258451,0.10415
0.18,0.36,2014-10-05 20:55:00,0.5473268388767475,0.5099533363939789,0.6552949602455803,0.7033202717316552,0.218375,0.0
0.05,0.63,2014-10-05 21:05:00,0.6105614546917896,0.5706425034348427,0.9450651407558256,1.0111766011910177,0.281005,0.0
0.0,--,2014-10-05 21:15:00,0.5763473793723661,0.5403641690558171,0.9947298773275168,1.0609696031157267,0.301217,0.0
0.0,--,2014-10-05 21:25:00,0.5328301000418423,0.5011555194403859,0.9978633166020238,1.0609313679850376,0.274159,0.0
0.0,--,2014-10-05 21:35:00,,,,,0.267663,0.0
0.0,--,2014-10-05 21:45:00,,,,,--,0.0
1.0,--,2014-10-06 09:55:00,,,,,--,0.0
1.0,--,2014-10-06 10:05:00,,,,,0.000987136,0.0
1.0,--,2014-10-06 10:15:00,0.6725106830440818,0.6331932724614228,0.9973958730701264,1.059328026743375,0.0447808,0.0
1.0,--,2014-10-06 10:25:00,0.5990479087405292,0.5622291275658918,0.9969925285423629,1.0622827241963535,0.707006,0.0
1.0,--,2014-10-06 10:35:00,0.5423475648874214,0.5074080822975282,0.9969198824187726,1.0655665321086465,0.769784,0.0
1.0,1.0,2014-10-06 10:45:00,0.5796171200068669,0.5405857042553102,0.996927858010468,1.0689081293976268,0.979026,0.0
1.0,1.0,2014-10-06 10:55:00,0.5484651748944286,0.5099577649667706,0.9963525609999806,1.0715881180100757,0.993996,0.0
0.88,1.0,2014-10-06 11:05:00,0.5599953924841866,0.5191010761814925,0.9969999821465759,1.0755427448077493,0.997176,0.0
0.88,1.0,2014-10-06 11:15:00,0.4518858069265879,0.4176392792831524,0.9953459972730128,1.0769646234446248,0.997299,0.0
0.95,1.0,2014-10-06 11:25:00,0.5519055320566247,0.50858994183756,0.9956043421329112,1.080397976761896,0.99743,0.0
1.0,1.0,2014-10-06 11:35:00,0.5752139032181234,0.5285548059794519,0.9951628455498956,1.0830125811942075,0.997685,0.0
1.0,1.0,2014-10-06 11:45:00,0.5480007659888495,0.5021447122804018,0.9959689457750824,1.0869212237787689,0.997654,0.0
0.89,1.0,2014-10-06 11:55:00,0.5318685709905037,0.4860384868309571,0.9953174250178356,1.0891690079479248,0.998109,0.0
0.88,1.0,2014-10-06 12:05:00,0.508341019057252,0.4633120929511128,0.9966763297284856,1.0935424929171458,0.996921,0.0267335
0.88,1.0,2014-10-06 12:15:00,0.22350045864967527,0.2031816362133709,0.9262660799164809,1.0188956913191092,0.989182,0.106529
0.88,1.0,2014-10-06 12:25:00,0.4449127373799218,0.4034648291421792,0.9931134295895688,1.095135889358405,0.998048,0.265041
0.98,1.0,2014-10-06 12:35:00,0.410792030823184,0.37163512482761946,0.992453201544508,1.0970218876607651,0.9975,0.309942
0.89,1.0,2014-10-06 12:45:00,0.3868732277377253,0.3491950337739709,0.9513726777923058,1.054025925458129,0.989972,0.474797
0.75,1.0,2014-10-06 12:55:00,0.4446466655761776,0.4004620682285738,0.9897695930384696,1.0989748696549433,0.833854,0.329038
0.54,0.83,2014-10-06 13:05:00,0.4821492276108092,0.4333299443070232,0.8135652070639249,0.9052220861962292,0.631616,0.394319
0.46,0.81,2014-10-06 13:15:00,,,,,0.686729,0.469072
0.77,1.0,2014-10-06 13:25:00,0.5135741727397835,0.4597899879121407,0.9716776274689632,1.0853401483646172,0.713452,0.780488
0.63,1.0,2014-10-06 13:35:00,0.3988155882436936,0.3564178541622813,0.8682804876669151,0.971566910595154,0.772328,0.912281
0.7,1.0,2014-10-06 13:45:00,,,,,0.859735,0.68511
0.38,0.72,2014-10-06 13:55:00,0.4854144002101726,0.4324248077739546,0.6041154294222637,0.6781440924730904,0.689476,0.499141
0.46,0.72,2014-10-06 14:55:00,0.5598924516520354,0.4954446631035702,0.8652619746869916,0.9778158579690028,0.780716,0.561856
0.5,0.68,2014-10-06 15:05:00,,,,,0.793259,0.358396
0.32,0.65,2014-10-06 15:15:00,,,,,0.749303,0.160791
0.34,0.53,2014-10-06 15:25:00,,,,,0.814606,0.390561
0.75,0.82,2014-10-06 15:35:00,0.5845654956873184,0.5162879747902716,0.9482474926895046,1.0736503514796605,0.920287,0.619565
0.71,0.78,2014-10-06 15:45:00,,,,,0.976858,0.906504
0.88,0.95,2014-10-06 15:55:00,0.5738905515315663,0.5067731657047606,0.7993428119094087,0.9052083224484242,0.950418,0.904639
0.88,1.0,2014-10-06 16:05:00,0.8106074333190918,0.7158858253644745,1.0,1.132313847541809,0.962375,0.77193
0.88,--,2014-10-06 16:15:00,,,,,0.986827,0.437661
0.88,1.0,2014-10-06 16:25:00,0.8827764391899109,0.7801040361272663,1.0,1.1316137313842771,0.986996,0.129373
0.88,1.0,2014-10-06 16:35:00,0.9391093850135804,0.8303046933520464,1.0,1.1310418844223022,0.990085,0.117893
0.88,1.0,2014-10-06 16:45:00,0.8567277282315551,0.757949043536588,0.9982985258102416,1.128400431938843,0.990418,0.297561
0.8,0.75,2014-10-06 16:55:00,0.547630748547844,0.4848606429860594,0.7394406855819282,0.8351687479893166,0.963781,0.520619
0.63,1.0,2014-10-06 17:05:00,0.34896114311705523,0.3092384895234477,0.7616751248435237,0.8595146828547297,0.932713,0.435255
0.25,1.0,2014-10-06 17:15:00,0.09498105699414414,0.08425501046575012,0.681903545091036,0.7687129717600468,0.954945,0.255155
0.38,1.0,2014-10-06 17:25:00,0.34084518983656303,0.3026999644097249,0.7589416921266557,0.8545809565330812,0.972291,0.278862
0.64,1.0,2014-10-06 17:35:00,0.3583384449432136,0.3186387044610957,0.7967878500144941,0.8960610093074898,0.981288,0.551003
