Long_LW_CloudFraction,Long_SW_CloudFraction,Time,XL_CloudAlbedo,XL_CloudAlbedoCorrected,XL_CloudFraction,XL_CloudFractionCorrected,TSI_CloudFraction,Lidar_CloudFraction
0.2,1.0,2014-03-14 20:45:00,0.5793075943153605,0.534824548800541,0.9966708427987232,1.079567102072797,0.994894,0.495085
0.43,1.0,2014-03-14 20:55:00,0.6170978652019247,0.57140675697479,0.9980401992968104,1.077845980737917,0.994517,0.671183
0.63,1.0,2014-03-14 21:05:00,0.7050605298113349,0.6548334921414246,0.9934794902801544,1.0696813528626623,0.993437,0.86597
0.63,1.0,2014-03-14 21:15:00,0.7156686061203003,0.6667317533780023,0.997767806053162,1.0710020804797868,0.983403,0.993121
0.63,1.0,2014-03-14 21:25:00,0.7248919294717595,0.6774329081059366,0.9980295896530154,1.0679487020142633,0.975174,0.996656
0.63,--,2014-03-14 21:35:00,0.7047522657912372,0.6606936959506056,0.9985815882682832,1.065172319976394,0.974842,0.996653
0.57,--,2014-03-14 21:45:00,0.6834363937377382,0.6427569932621374,1.0000000000000802,1.0632889270783323,0.949693,0.996656
0.3,--,2014-03-14 21:55:00,,,,,0.679098,0.993115
0.25,--,2014-03-14 22:05:00,,,,,--,0.974182
0.86,--,2014-03-15 10:15:00,,,,,--,0.505155
0.75,--,2014-03-15 10:25:00,,,,,0.967839,0.404682
0.88,--,2014-03-15 10:35:00,0.4622461792434522,0.4354174689914062,1.000001805968985,1.0616179803636652,0.981702,0.580618
0.88,--,2014-03-15 10:45:00,0.4667553085478782,0.4382588455190545,0.998176619114023,1.0630800509868712,0.982999,0.777778
0.88,--,2014-03-15 10:55:00,0.4771445565848458,0.4465945001084068,0.998815977162479,1.0671416831541032,0.98445,0.688412
0.77,1.0,2014-03-15 14:05:00,0.4921045004659285,0.4391203650171918,0.986760828599492,1.1058231030079588,0.955293,0.953608
0.46,1.0,2014-03-15 14:15:00,0.3775162290169753,0.3363457676767403,0.9879543295039998,1.1088850485367252,0.98901,0.920103
0.38,1.0,2014-03-15 14:25:00,,,,,0.993889,0.889632
0.71,1.0,2014-03-15 14:35:00,,,,,0.996008,0.892977
0.86,1.0,2014-03-15 14:45:00,0.5766349096064554,0.5117246466663904,0.9759302743074979,1.0997231991336651,0.998628,0.936455
0.88,1.0,2014-03-15 14:55:00,0.6716889026237192,0.5954415007907874,0.9967544078830954,1.1243906807422683,0.998305,0.951073
0.68,1.0,2014-03-15 15:05:00,0.13452855531115415,0.11914498222461195,0.8304426673045023,0.9376664481816368,0.995474,0.945876
0.34,1.0,2014-03-15 15:15:00,,,,,0.975309,0.934708
0.45,1.0,2014-03-15 15:25:00,,,,,0.982929,0.922936
0.63,1.0,2014-03-15 15:35:00,0.3151106198582162,0.2785032155064743,0.946023403944548,1.0703719189569512,0.986223,0.872594
0.46,1.0,2014-03-15 15:45:00,,,,,0.997957,0.810266
0.77,0.93,2014-03-15 15:55:00,0.06481558306955629,0.057244514324796075,0.753232898256357,0.8528542876729432,0.997948,0.853093
0.89,1.0,2014-03-15 16:05:00,0.409380944902298,0.3615027167898586,0.9443673737835404,1.069441500322503,0.99674,0.910653
0.91,1.0,2014-03-15 16:15:00,0.3516365900331433,0.3105023423133301,0.9784960777134416,1.1081237634618282,0.993303,0.977663
0.79,1.0,2014-03-15 16:25:00,,,,,0.996106,0.981605
0.82,1.0,2014-03-15 16:35:00,0.6102913189432271,0.5390809216558815,0.9975322485313366,1.129302201559279,0.996388,0.76505
0.46,0.56,2014-03-15 16:45:00,,,,,0.9624,0.581104
0.5,0.63,2014-03-15 16:55:00,,,,,0.897666,0.537801
0.75,0.95,2014-03-15 17:05:00,0.7397113818897266,0.6543742329542992,0.996883988380432,1.1268879419341855,0.9871,0.583333
0.5,0.58,2014-03-15 17:15:00,,,,,0.943406,0.716251
0.61,0.8,2014-03-15 17:25:00,,,,,0.910675,0.757525
0.88,1.0,2014-03-15 17:35:00,0.7296686572973327,0.6472055410323901,0.9981762766838074,1.1253580159281642,0.935635,0.71343
0.64,0.49,2014-03-15 17:45:00,0.6786966447905695,0.6026792156976278,0.634237349033455,0.7142352840085928,0.7476,0.570536
0.46,0.31,2014-03-15 17:55:00,,,,,0.801792,0.553818
0.82,0.76,2014-03-15 18:05:00,0.7389717915961744,0.6579406076476967,0.9926393628120422,1.1148916479994495,0.946623,0.656701
0.57,0.49,2014-03-15 18:15:00,0.03249756696265739,0.028977584513477463,0.61597317461657,0.6907970358948464,0.838966,0.801572
0.52,0.64,2014-03-15 18:25:00,0.2598000324241284,0.232035268464066,0.4164019999004148,0.4662276290655922,0.814767,0.666346
0.71,0.94,2014-03-15 18:35:00,0.4643090944435383,0.4154084025124992,0.9922451333895896,1.1090493994913018,0.946468,0.538851
0.75,0.88,2014-03-15 18:45:00,0.448044357588799,0.40159752233292667,0.8678009447870173,0.96816662255133,0.993207,0.439531
0.66,--,2014-03-15 18:55:00,,,,,0.81567,0.218659
0.38,0.24,2014-03-15 19:05:00,,,,,0.552164,0.140748
0.25,0.22,2014-03-15 19:15:00,,,,,0.526549,0.071298
0.36,0.26,2014-03-15 19:25:00,,,,,0.473456,0.0659898
0.09,0.04,2014-03-15 19:35:00,,,,,0.2484,0.0702929
0.2,0.05,2014-03-15 19:45:00,,,,,0.222106,0.0519263
0.38,0.4,2014-03-15 19:55:00,0.629634948390969,0.5733479855764286,0.8056216836010915,0.8847115188986768,0.281279,0.33276
0.71,0.84,2014-03-15 20:05:00,,,,,0.829537,0.63167
0.86,1.0,2014-03-15 20:15:00,0.5799586649293971,0.5309315623445345,0.9942296749312411,1.0860384949805135,0.78042,0.725473
0.63,0.46,2014-03-15 20:25:00,0.654460635791295,0.6008009921272224,0.5224410891534055,0.5691021350684318,0.442722,0.432998
0.34,1.0,2014-03-15 20:35:00,0.784507035599511,0.7222373484747444,0.9967021346092224,1.0826355610787528,0.261661,0.139028
0.0,1.0,2014-03-15 20:45:00,0.7731716033425695,0.7138767283059505,0.9978849291801452,1.0807696343827828,0.2363,0.0
0.25,1.0,2014-03-15 20:55:00,0.7978642455432339,0.7388676334888943,0.9985037446022034,1.0782316084104195,0.228341,0.178848
0.5,1.0,2014-03-15 21:05:00,0.8359574138846663,0.7764900651366511,0.9987900853157043,1.0752822402012612,0.191632,0.504729
0.8,1.0,2014-03-15 21:15:00,0.9012863874052696,0.8397503053240205,0.9984756112098696,1.0716429286588678,0.292014,0.836489
0.88,1.0,2014-03-15 21:25:00,0.9163841173503826,0.8564848584448229,0.9989858269691468,1.0688510558784614,0.291214,0.988275
0.93,--,2014-03-15 21:35:00,0.9039563508938484,0.8475417254677942,0.9985272884368896,1.0649919134366428,0.185448,0.9933
0.88,--,2014-03-15 21:45:00,0.930064618587494,0.8748075483325453,1.0,1.0631648302078247,0.224522,0.969875
0.88,--,2014-03-15 21:55:00,,,,,0.203662,0.969019
0.86,--,2014-03-15 22:05:00,,,,,--,0.932932
0.0,--,2014-03-16 10:15:00,,,,,--,0.0
0.0,--,2014-03-16 10:25:00,,,,,0.0934495,0.0
0.0,--,2014-03-16 10:35:00,,,,,0.0913974,0.0
0.0,--,2014-03-16 10:45:00,,,,,0.135369,0.151591
0.0,--,2014-03-16 10:55:00,,,,,0.202055,0.156034
0.0,0.21,2014-03-16 11:05:00,0.6234367100618067,0.5816552171320526,0.7048000097335912,0.7554272468944147,0.158734,0.15671
0.0,0.78,2014-03-16 11:15:00,0.6679442440554813,0.6212541019268837,0.9629629850393984,1.0353341428259095,0.184631,0.0
0.0,0.35,2014-03-16 11:25:00,0.6908554845501553,0.6406082655231604,0.9214981794357548,0.993777485443884,0.167229,0.0
0.0,0.22,2014-03-16 11:35:00,0.6870017118919396,0.635129519233666,0.7276264429092755,0.7870530289627545,0.100702,0.0
0.0,0.22,2014-03-16 11:45:00,0.6973007902336942,0.6427600972176308,0.7147651314735484,0.7754157315699721,0.117691,0.0
0.0,0.25,2014-03-16 11:55:00,,,,,0.134531,0.0
0.04,0.29,2014-03-16 12:05:00,0.4188015564018199,0.3838571202259504,0.2384875909178108,0.2601983107675788,0.16001,0.0283505
0.2,0.63,2014-03-16 12:15:00,0.3256911565366426,0.2977006956443107,0.4679429772826261,0.5119399843340304,0.237404,0.0695876
0.36,0.52,2014-03-16 12:25:00,0.29385764705821404,0.2678902986678617,0.3613175897290312,0.39634110412545503,0.308648,0.136174
0.23,0.42,2014-03-16 12:35:00,0.5105292112455024,0.4642181719025944,0.4221879995394783,0.4643060514387456,0.259063,0.156224
0.32,0.17,2014-03-16 12:45:00,,,,,0.270491,0.14787
0.38,0.42,2014-03-16 12:55:00,,,,,0.52485,0.193299
0.46,0.51,2014-03-16 13:05:00,,,,,0.571642,0.215636
0.43,0.6,2014-03-16 13:15:00,,,,,0.590004,0.427835
0.52,0.73,2014-03-16 13:25:00,,,,,0.790959,0.629073
0.59,1.0,2014-03-16 13:35:00,0.14948857641281862,0.13410419309502822,0.7945962132114252,0.8857519962244655,0.953449,0.820384
0.63,0.99,2014-03-16 13:45:00,0.4592834723965169,0.4112374742987267,0.9842953017070714,1.0992932120364418,0.907716,0.871345
0.63,1.0,2014-03-16 13:55:00,0.1947623773079764,0.17407744527956467,0.8207057115824413,0.9182269144708948,0.974108,0.870275
0.7,1.0,2014-03-16 14:05:00,0.3068088923140436,0.2737665429010265,0.9213182128327708,1.0325170393453391,0.967135,0.871245
0.55,1.0,2014-03-16 14:15:00,,,,,0.883129,0.787124
0.38,0.82,2014-03-16 14:25:00,0.4395773617274341,0.3910660317746423,0.7143440157896943,0.8029576396642066,0.812147,0.728488
0.73,0.91,2014-03-16 14:35:00,0.6914165742138634,0.6143049247133069,0.9977862834930668,1.1230350696802982,0.784156,0.639098
0.52,0.85,2014-03-16 14:45:00,0.20190070542162694,0.17916982860892178,0.5132345694676141,0.5783474953724236,0.912378,0.591479
0.43,0.62,2014-03-16 14:55:00,,,,,0.796897,0.484979
0.48,0.64,2014-03-16 15:05:00,0.615063677567462,0.5447232379866278,0.9547448754512,1.0780316558628609,0.804474,0.548969
0.59,0.76,2014-03-16 15:15:00,0.5720094250752834,0.5061815665379497,0.981473089418224,1.1091116206478648,0.848049,0.513705
0.54,0.56,2014-03-16 15:25:00,,,,,0.782838,0.468023
0.55,0.66,2014-03-16 15:35:00,,,,,0.895007,0.341151
0.32,0.29,2014-03-16 15:45:00,,,,,0.719,0.393209
0.48,0.53,2014-03-16 15:55:00,0.3619256974309847,0.319651127379721,0.3839781704929395,0.43476013456646784,0.690062,0.372898
0.29,0.3,2014-03-16 16:05:00,0.6277088167033044,0.5543016195930464,0.3772121965905635,0.4271671111871441,0.63844,0.399457
0.39,0.39,2014-03-16 16:15:00,0.6347468386003268,0.5605017725948344,0.5302467346204386,0.6004841642521715,0.600419,0.387263
0.45,0.4,2014-03-16 16:25:00,0.6055443379172725,0.5347716607375707,0.4893873036178572,0.5541537304831505,0.775467,0.573222
0.46,0.56,2014-03-16 16:35:00,0.31023068370564666,0.2740378068432758,0.3671761133708399,0.41567000554986655,0.740115,0.630126
0.5,0.41,2014-03-16 16:45:00,0.17806291413278022,0.1573474514492518,0.2323720690257599,0.2629648424088734,0.779838,0.646025
0.46,0.48,2014-03-16 16:55:00,0.6291921038741526,0.5562718010271175,0.7064670920404511,0.7990761263433468,0.672048,0.572457
0.63,0.62,2014-03-16 17:05:00,0.5898165442022184,0.5217889211918171,0.818109870158958,0.9247699918440688,0.897615,0.689748
0.8,1.0,2014-03-16 17:15:00,0.6330613408446885,0.5604721607679113,0.995870649817564,1.124850176354153,0.907628,0.622605
0.52,0.24,2014-03-16 17:25:00,,,,,0.650234,0.528944
0.29,0.26,2014-03-16 17:35:00,0.7507941640185869,0.6659727128278166,0.6879762411117554,0.7756001662844341,0.618497,0.14587
0.21,0.08,2014-03-16 17:45:00,0.30212786655377993,0.2683008105024681,0.04353395205875764,0.049022662412143515,0.564433,0.0833333
0.07,0.35,2014-03-16 17:55:00,0.5971483140206749,0.5309612130067997,0.4100224972282767,0.4611339527870122,0.500239,0.0560748
0.14,0.1,2014-03-16 18:05:00,0.3048154912853036,0.2714062446398739,0.0558856867907428,0.06276503732454718,0.491707,0.0588889
0.36,0.08,2014-03-16 18:15:00,0.4227905197387904,0.37701809636432615,0.05444956784215401,0.06106009581378561,0.431227,0.16167
0.36,0.3,2014-03-16 18:25:00,0.3973224599332731,0.3548829637043136,0.21863817670893185,0.2447845264212173,0.485628,0.249682
0.25,0.22,2014-03-16 18:35:00,,,,,0.55891,0.249373
0.38,0.19,2014-03-16 18:45:00,,,,,0.509849,0.32177
0.64,0.53,2014-03-16 18:55:00,0.5244940906743747,0.4710769492081151,0.4132373509337549,0.4600958484065719,0.564667,0.377799
0.57,0.54,2014-03-16 19:05:00,,,,,0.650286,0.475071
0.46,0.32,2014-03-16 19:15:00,0.7158869144696759,0.6457047844769692,0.8447464704513554,0.9365625883203283,0.430905,0.408688
0.43,0.42,2014-03-16 19:25:00,,,,,0.373336,0.249155
0.21,0.24,2014-03-16 19:35:00,0.3978893026931558,0.36054745171154456,0.17519499201983688,0.19333991373173215,0.419724,0.132997
0.0,0.22,2014-03-16 19:45:00,0.2695447870556993,0.2448482008832896,0.13658885209340993,0.15036587125771794,0.48993,0.0
0.0,0.18,2014-03-16 19:55:00,,,,,0.362326,0.0
0.0,0.14,2014-03-16 20:05:00,,,,,0.224624,0.0
0.0,0.09,2014-03-16 20:15:00,,,,,0.155801,0.0
0.0,0.05,2014-03-16 20:25:00,,,,,0.129622,0.0
0.0,0.01,2014-03-16 20:35:00,,,,,0.101996,0.0
0.0,0.0,2014-03-16 20:45:00,,,,,0.0817012,0.0
0.0,0.0,2014-03-16 20:55:00,,,,,0.0696555,0.0
0.0,0.0,2014-03-16 21:05:00,,,,,0.0687076,0.0
0.0,0.0,2014-03-16 21:15:00,,,,,0.071027,0.0
0.0,0.0,2014-03-16 21:25:00,,,,,0.0704401,0.0
0.0,--,2014-03-16 21:35:00,,,,,0.0851177,0.0
0.0,--,2014-03-16 21:45:00,,,,,0.0906798,0.0
0.09,--,2014-03-16 21:55:00,,,,,0.107856,0.0
0.02,--,2014-03-16 22:05:00,,,,,--,0.0
0.0,--,2014-03-17 10:15:00,,,,,--,0.0
0.0,--,2014-03-17 10:25:00,,,,,0.30029,0.0
0.0,--,2014-03-17 10:35:00,,,,,0.312648,0.0
0.0,--,2014-03-17 10:45:00,0.17882909868786187,0.16788945572232766,0.7747606295588816,0.8252438754224246,0.387069,0.0
0.0,--,2014-03-17 10:55:00,,,,,0.471036,0.0
0.0,0.77,2014-03-17 11:05:00,,,,,0.526014,0.0
0.0,0.73,2014-03-17 11:15:00,,,,,0.482442,0.0
0.0,0.67,2014-03-17 11:25:00,,,,,0.575386,0.0
0.0,0.67,2014-03-17 11:35:00,0.29971643005209697,0.27706918519125223,0.519475770670248,0.5619369883243308,0.635711,0.0
0.0,0.71,2014-03-17 11:45:00,,,,,0.660261,0.0
0.0,0.66,2014-03-17 11:55:00,0.2376815818269422,0.21844899502803852,0.4481812261008065,0.4876397932208634,0.689757,0.0
0.0,0.6,2014-03-17 12:05:00,0.2384058737674259,0.2185008665039789,0.3993346243056229,0.4357132379218054,0.757035,0.0
0.0,0.58,2014-03-17 12:15:00,0.15765700259024046,0.1440995852274715,0.3607721375078285,0.3947149030843628,0.815987,0.0
0.0,0.58,2014-03-17 12:25:00,0.24834854521838176,0.22639037812611698,0.3754443806328526,0.4118596669715478,0.900347,0.00250836
0.02,0.6,2014-03-17 12:35:00,0.3690493982246032,0.3355546473574477,0.4721339579277029,0.5192619277569113,0.926658,0.00250836
0.09,0.65,2014-03-17 12:45:00,0.11893115625886892,0.10786837662077138,0.4124660957487679,0.4547678496863199,0.945572,0.00585284
0.05,0.74,2014-03-17 12:55:00,0.32159710889623394,0.2909843282734101,0.5304767477943914,0.5862851427072616,0.9785,0.00343643
0.05,0.7,2014-03-17 13:05:00,0.4033737269091454,0.3641370684318326,0.5857881705906242,0.6489082766773158,0.98404,0.00343643
0.09,0.7,2014-03-17 13:15:00,0.4469955710193636,0.4026269283382021,0.6387979747598104,0.7091921712050123,0.983793,0.0695876
0.36,0.76,2014-03-17 13:25:00,0.34801884464395544,0.31281581825944865,0.5658842434250994,0.6295665663418648,0.981394,0.318562
0.48,0.59,2014-03-17 13:35:00,0.631976997387799,0.5669163676106851,0.9977203607592736,1.1122210503160523,0.989759,0.555184
0.39,0.87,2014-03-17 13:45:00,0.4283546614057167,0.3835305587984898,0.7779954398079413,0.8689215645244552,0.965517,0.749164
0.43,0.8,2014-03-17 13:55:00,0.5232002974397382,0.46761809305023105,0.9102081484511092,1.0183976648451425,0.966481,0.719313
0.71,0.84,2014-03-17 14:05:00,0.6214266113947549,0.554484529858996,0.9963656067955564,1.1166553247187876,0.989427,0.567869
0.45,0.9,2014-03-17 14:15:00,0.41911139917589296,0.37338410781827547,0.7754023430463621,0.8703636660309949,0.968884,0.429553
0.55,0.91,2014-03-17 14:25:00,0.4491447900460301,0.3995683701293365,0.8418023208988484,0.9462488899158602,0.992732,0.228261
0.38,0.77,2014-03-17 14:35:00,0.3692818754221647,0.3280904250593769,0.5831690006330965,0.6563853309735732,0.989259,0.248956
0.5,0.75,2014-03-17 14:45:00,,,,,0.952844,0.221202
0.38,0.46,2014-03-17 14:55:00,,,,,0.819943,0.381647
0.46,0.76,2014-03-17 15:05:00,0.42758058527334175,0.3786776097011576,0.648349409750759,0.7320781925861191,0.905409,0.313036
0.41,0.49,2014-03-17 15:15:00,0.12221404455564434,0.10814879679562288,0.28822087516513945,0.3257053238037024,0.911885,0.489708
0.71,0.62,2014-03-17 15:25:00,0.6935671828034051,0.6133297538445076,0.9970816373825252,1.127522507965145,0.986124,0.597985
0.77,0.91,2014-03-17 15:35:00,0.6432548167836171,0.5685254965193259,0.9973335862168671,1.1284271984313203,0.978234,0.901099
0.88,1.0,2014-03-17 15:45:00,0.8209143951353557,0.7252421891270481,0.9995590448379515,1.1314184709564328,0.997731,0.934922
0.88,1.0,2014-03-17 15:55:00,0.8909539113379282,0.7868933953946031,0.9811424016952516,1.1108908341154802,0.994648,0.874678
0.88,1.0,2014-03-17 16:05:00,0.7621476249894,0.6730270283363037,0.9987974762916564,1.1310558006605258,0.983994,0.7897
0.91,1.0,2014-03-17 16:15:00,0.7052541307812017,0.6227721948835685,0.9973773360252408,1.1294731716640916,0.980833,0.701544
0.93,1.0,2014-03-17 16:25:00,0.7688526520596911,0.6790071261061276,0.9971529245376588,1.129095175976147,0.957024,0.589316
0.79,1.0,2014-03-17 16:35:00,0.7915244686807406,0.6991986012814075,0.9983500242233276,1.130177421740484,0.901064,0.555927
0.43,1.0,2014-03-17 16:45:00,0.7540242436891743,0.6663213994873088,0.9966769814491272,1.1278620313227703,0.88222,0.440267
0.0,1.0,2014-03-17 16:55:00,0.7566025053153412,0.6689373189909592,0.9964213967323304,1.1270038368537811,0.784749,0.31588
0.38,1.0,2014-03-17 17:05:00,0.7270939706577123,0.6432561892513641,0.9959253072738647,1.1257276622351924,0.7939,0.369957
0.68,0.96,2014-03-17 17:15:00,0.6840145923652514,0.605606954372364,0.9772596955300096,1.1037850332576258,0.975632,0.600343
0.84,1.0,2014-03-17 17:25:00,0.8393326319803374,0.7437848416497429,0.9997662305831908,1.128197799540004,0.997595,0.934891
0.88,1.0,2014-03-17 17:35:00,0.8706941008567809,0.7723634661309123,1.0,1.1273113489151,0.996501,0.922371
0.86,0.7,2014-03-17 17:45:00,0.6787273303781977,0.6027660602312355,0.9867040514947522,1.1110496275909607,0.943339,0.901338
0.88,1.0,2014-03-17 17:55:00,0.7866267323415032,0.6994765826921839,0.995243489742279,1.1192442371793376,0.966664,0.657216
0.88,0.24,2014-03-17 18:05:00,0.8640434610166334,0.7693853766620318,0.8492462038993835,0.9537296282598716,0.995122,0.409091
0.77,1.0,2014-03-17 18:15:00,0.8645305037498474,0.7709823290420584,1.0,1.1213363409042358,0.988213,0.10168
0.88,1.0,2014-03-17 18:25:00,0.8640009012624715,0.7717646855236482,0.9988971948623656,1.118278787327583,0.985771,0.221552
1.0,1.0,2014-03-17 18:35:00,0.8543611512811086,0.7644845032702957,0.999139964580536,1.1166038903056474,0.981155,0.426146
1.0,1.0,2014-03-17 18:45:00,0.8423305780882526,0.7551179013004756,0.9988027811050416,1.1141599511221043,0.964777,0.57563
0.95,1.0,2014-03-17 18:55:00,0.8067243195017687,0.7246190460165131,0.9981176257133484,1.1112125285870178,0.982797,0.532272
0.63,1.0,2014-03-17 19:05:00,0.7825509338378249,0.7043614770133597,0.9973576068878174,1.1080718524666224,0.978961,0.315093
0.59,1.0,2014-03-17 19:15:00,0.7079535037959829,0.6386024795242172,0.9972043037414569,1.1054988094630878,0.982987,0.161376
0.5,1.0,2014-03-17 19:25:00,0.6593958278247577,0.5961534234560375,0.993681430816766,1.099095239391559,0.972174,0.0510033
0.36,0.81,2014-03-17 19:35:00,0.6106766277210627,0.5534144559297883,0.9520874619799028,1.0506006020398515,0.934451,0.051046
0.0,0.63,2014-03-17 19:45:00,0.4284051150390428,0.3891893791026894,0.5641245832268438,0.6209672461536555,0.875412,0.0384615
0.0,0.64,2014-03-17 19:55:00,,,,,0.830041,0.0
0.0,0.51,2014-03-17 20:05:00,,,,,0.706657,0.0
0.0,0.36,2014-03-17 20:15:00,,,,,0.52743,0.0
0.0,0.26,2014-03-17 20:25:00,,,,,0.379424,0.0
0.0,0.22,2014-03-17 20:35:00,,,,,0.232811,0.0
0.0,0.23,2014-03-17 20:45:00,,,,,0.179806,0.0
0.0,0.28,2014-03-17 20:55:00,0.10221063311450652,0.09467368459152298,0.19098236100166055,0.20618641934034126,0.177674,0.0
0.0,0.22,2014-03-17 21:05:00,0.6392210152438109,0.5938820315600429,0.5671902298935542,0.6104914702277408,0.164373,0.0
0.0,0.17,2014-03-17 21:15:00,0.6508689143227514,0.6065687435427551,0.5929977893831421,0.6363068184445476,0.157064,0.0
0.0,0.09,2014-03-17 21:25:00,0.6662266753156247,0.6228233827541715,0.6499517560000834,0.6952455696198531,0.15587,0.0259414
0.0,--,2014-03-17 21:35:00,0.6658292725107698,0.6244227291839115,0.9792531132691916,1.0441890686203608,0.22835,0.0643813
0.0,--,2014-03-17 21:45:00,0.6443289178219054,0.6061924360368368,0.90783411264491,0.9649473279253508,0.209222,0.0644351
0.0,--,2014-03-17 21:55:00,,,,,0.242742,0.0378658
0.0,--,2014-03-17 22:05:00,,,,,--,0.0
0.75,--,2014-03-18 10:15:00,,,,,--,0.797945
0.68,--,2014-03-18 10:25:00,,,,,0.358846,0.838764
0.71,--,2014-03-18 10:35:00,0.4612018565648064,0.4343489908123273,0.997136588987938,1.058782812479562,0.622731,0.832916
0.54,--,2014-03-18 10:45:00,0.32599238361967,0.3060301774191761,0.9638829221311972,1.026756557035386,0.465461,0.860601
0.75,--,2014-03-18 10:55:00,0.3726360196654876,0.34870969230035426,0.9765504160785896,1.0435553358143117,0.993735,0.847973
0.75,1.0,2014-03-18 11:05:00,,,,,0.799998,0.878276
0.75,1.0,2014-03-18 11:15:00,0.473818919294338,0.440642342545456,0.9931516074542694,1.0679273776120886,0.836399,0.727426
0.46,0.91,2014-03-18 11:25:00,0.5302558242524034,0.4916277488562091,0.9974503207353574,1.0758217842724829,0.505421,0.576923
0.23,0.57,2014-03-18 11:35:00,,,,,0.278159,0.553227
0.0,0.58,2014-03-18 11:45:00,,,,,0.355697,0.591767
0.0,0.35,2014-03-18 11:55:00,,,,,0.317884,0.479404
0.0,0.74,2014-03-18 12:05:00,0.3485680785578317,0.3194472136417086,0.599229708395372,0.6538555953861457,0.491632,0.22467
0.16,0.49,2014-03-18 12:15:00,,,,,0.445757,0.119584
0.32,0.76,2014-03-18 12:25:00,0.05345787576108598,0.048728705019461284,0.7139040187924645,0.7831891351659291,0.448973,0.352591
0.43,0.86,2014-03-18 12:35:00,0.4229808515153794,0.3845715907776104,0.8069082673204704,0.8874985937361722,0.692355,0.451419
0.2,0.36,2014-03-18 12:45:00,0.469223245424509,0.4255560313013379,0.3173217833606867,0.3498828499200883,0.492806,0.409
0.11,0.31,2014-03-18 12:55:00,0.3087967893158184,0.27938942055143146,0.2043125100100951,0.22581759532501425,0.473574,0.239466
0.2,0.62,2014-03-18 13:05:00,,,,,0.598133,0.134295
0.04,0.38,2014-03-18 13:15:00,,,,,0.496224,0.132055
0.0,0.35,2014-03-18 13:25:00,0.423469951716297,0.3806200010379247,0.2694978076422161,0.2998376944950034,0.515115,0.0068306
0.0,0.41,2014-03-18 13:35:00,0.6275883087106853,0.5629591969106731,0.6045275330576771,0.6739287929261957,0.47104,0.00763359
0.0,0.43,2014-03-18 13:45:00,0.5522928010006595,0.4944830874846817,0.4682366874796264,0.5229779505197021,0.441111,0.136905
0.0,0.45,2014-03-18 13:55:00,0.5928645292428592,0.5298655657754775,0.5688355566131714,0.6364679010505261,0.468852,0.135225
0.0,0.32,2014-03-18 14:05:00,,,,,0.507827,0.10686
0.0,0.2,2014-03-18 14:15:00,,,,,0.515764,0.205215
0.02,0.48,2014-03-18 14:25:00,,,,,0.576314,0.509823
0.0,0.48,2014-03-18 14:35:00,,,,,0.792325,0.472055
0.0,0.39,2014-03-18 14:45:00,0.6030744734321639,0.5351614831423003,0.4838399589403039,0.5452401520940098,0.67363,0.317195
0.0,0.39,2014-03-18 14:55:00,0.672810794044374,0.5964126565605585,0.6643134951593815,0.7494094655035104,0.711965,0.0236686
0.0,0.38,2014-03-18 15:05:00,0.6952213445678225,0.6157038995949204,0.7298671603202922,0.8241286580897241,0.759213,0.0
0.0,0.38,2014-03-18 15:15:00,0.19181582817619588,0.1697398185733386,0.2154905518834916,0.2435168071999456,0.798672,0.000845309
0.02,0.44,2014-03-18 15:25:00,0.5775511616143189,0.5107357758039085,0.4981467131454286,0.5633151748154774,0.841343,0.122243
0.14,0.5,2014-03-18 15:35:00,0.5634666618082765,0.4980088864417541,0.555419684775777,0.6284234763746839,0.862265,0.195753
0.0,0.56,2014-03-18 15:45:00,0.467008960788571,0.4125855956459686,0.4920029070592988,0.5569020556109764,0.879164,0.351377
0.32,0.68,2014-03-18 15:55:00,0.562272088382116,0.4966065520479829,0.8266212961834141,0.935924185030228,0.868535,0.281416
0.25,0.57,2014-03-18 16:05:00,,,,,0.94357,0.441799
0.45,0.69,2014-03-18 16:15:00,0.5940285435035685,0.5245652653439824,0.950776636759566,1.0766791056231062,0.970031,0.409794
0.34,0.46,2014-03-18 16:25:00,,,,,0.936718,0.500839
0.45,0.68,2014-03-18 16:35:00,0.5046405477151913,0.4457900562444034,0.6943068991998598,0.7859650725420416,0.930639,0.557789
0.79,0.74,2014-03-18 16:45:00,0.7259251419077349,0.6415107955204301,0.9978928565979004,1.1292023744462083,0.978666,0.541632
0.45,0.64,2014-03-18 16:55:00,0.01308283780845063,0.011567379596683657,1.7054207715106748,1.9288502778307397,0.909686,0.636054
0.64,0.55,2014-03-18 17:05:00,0.6630573033498836,0.5866263651737211,0.9945603013036028,1.1241405271751257,0.976321,0.468537
0.39,0.52,2014-03-18 17:15:00,0.10605608502989616,0.09390307761301107,0.32398703198844325,0.36591767902172617,0.954523,0.595781
0.66,0.75,2014-03-18 17:25:00,0.6092806708765656,0.5399469890168026,0.9944996834180292,1.1222017098434325,0.995521,0.403846
0.38,0.63,2014-03-18 17:35:00,,,,,0.985338,0.402532
0.38,0.64,2014-03-18 17:45:00,0.5861301465470613,0.5205605871624184,0.8446969988874659,0.9510946236721108,0.977599,0.256997
0.38,0.65,2014-03-18 17:55:00,0.4044719999819428,0.3596817094420374,0.5122405314646357,0.576028601940079,0.988456,0.339378
0.52,0.79,2014-03-18 18:05:00,,,,,0.994685,0.325064
